buurtcode,woningtype,QI_bouwjaarklasse,aantal_woningen,gem_epi,gem_oppervlakte,aantal_kleine_woningen,buurtnaam
BU03071900,Detached house,>2010,5,0.856,163.8,0,De Ham
BU03071901,Apartment,<1946,2,2.2,141,1,Langenoord
BU03071901,Apartment,1946-1974,36,2.141111111,75.05555556,33,Langenoord
BU03071901,Apartment,1975-1990,67,1.487761194,50.58208955,64,Langenoord
BU03071901,Apartment,2001-2010,40,0.9225,148.775,1,Langenoord
BU03071901,Terraced house,1946-1974,324,2.090123457,124.882716,0,Langenoord
BU03071901,Terraced house,1975-1990,177,1.661412429,134.1016949,0,Langenoord
BU03071901,Semi-detached house,<1946,1,2.49,402,0,Langenoord
BU03071901,Semi-detached house,1946-1974,54,2.402037037,122.5185185,5,Langenoord
BU03071901,Semi-detached house,1975-1990,6,1.75,155.6666667,0,Langenoord
BU03071901,Semi-detached house,1991-2000,1,1.36,128,0,Langenoord
BU03071901,Detached house,<1946,9,2.262222222,193.6666667,0,Langenoord
BU03071901,Detached house,1946-1974,16,2.23625,144.0625,1,Langenoord
BU03071901,Detached house,1975-1990,1,1.6,245,0,Langenoord
BU03071901,Detached house,2001-2010,4,0.925,320.5,0,Langenoord
BU03071902,Apartment,1946-1974,20,1.736,87.45,10,Bieshaar-Noord
BU03071902,Apartment,1975-1990,2,1.35,117,0,Bieshaar-Noord
BU03071902,Terraced house,1946-1974,912,2.078464912,144.5975877,0,Bieshaar-Noord
BU03071902,Terraced house,1975-1990,2,1.66,147,0,Bieshaar-Noord
BU03071902,Terraced house,1991-2000,11,1.344545455,209.4545455,0,Bieshaar-Noord
BU03071902,Semi-detached house,<1946,7,2.277142857,219.1428571,0,Bieshaar-Noord
BU03071902,Semi-detached house,1946-1974,12,2.345833333,144.5833333,0,Bieshaar-Noord
BU03071902,Semi-detached house,1991-2000,4,1.3375,225,0,Bieshaar-Noord
BU03071902,Semi-detached house,>2010,2,0.95,272,0,Bieshaar-Noord
BU03071902,Detached house,<1946,4,2.595,171,0,Bieshaar-Noord
BU03071902,Detached house,1946-1974,8,2.19375,209.5,0,Bieshaar-Noord
BU03071902,Detached house,1975-1990,5,1.628,192.6,0,Bieshaar-Noord
BU03071902,Detached house,2001-2010,3,1.003333333,340.6666667,0,Bieshaar-Noord
BU03071902,Detached house,>2010,1,0.9,145,0,Bieshaar-Noord
BU03071903,Apartment,1975-1990,74,1.543918919,73.31081081,48,Bieshaar-Zuid
BU03071903,Apartment,1991-2000,45,1.325555556,92,0,Bieshaar-Zuid
BU03071903,Apartment,>2010,41,0.965609756,94.19512195,12,Bieshaar-Zuid
BU03071903,Terraced house,1975-1990,393,1.642569975,140.9465649,2,Bieshaar-Zuid
BU03071903,Semi-detached house,<1946,4,2.0225,142.75,0,Bieshaar-Zuid
BU03071903,Semi-detached house,1975-1990,18,1.75,192.1666667,0,Bieshaar-Zuid
BU03071903,Semi-detached house,1991-2000,4,1.58,199.25,0,Bieshaar-Zuid
BU03071903,Detached house,<1946,4,2.3725,226,0,Bieshaar-Zuid
BU03071903,Detached house,1946-1974,2,1.91,157.5,0,Bieshaar-Zuid
BU03071903,Detached house,1975-1990,23,1.772608696,220.2173913,0,Bieshaar-Zuid
BU03071903,Detached house,1991-2000,3,1.616666667,197.6666667,0,Bieshaar-Zuid
BU03071903,Detached house,2001-2010,1,1.21,214,0,Bieshaar-Zuid
BU03071904,Apartment,1991-2000,45,1.405777778,73.26666667,44,De Bik
BU03071904,Terraced house,<1946,7,2.034285714,93,2,De Bik
BU03071904,Terraced house,1975-1990,372,1.646075269,135.0645161,0,De Bik
BU03071904,Terraced house,1991-2000,22,1.343636364,167.9545455,0,De Bik
BU03071904,Semi-detached house,<1946,10,2.176,192.5,0,De Bik
BU03071904,Semi-detached house,1946-1974,25,2.4828,131.04,1,De Bik
BU03071904,Semi-detached house,1975-1990,34,1.740294118,156.7352941,0,De Bik
BU03071904,Semi-detached house,>2010,2,0.9,301,0,De Bik
BU03071904,Detached house,<1946,11,2.2,245.1818182,0,De Bik
BU03071904,Detached house,1946-1974,15,2.100666667,185.2666667,0,De Bik
BU03071904,Detached house,1975-1990,6,1.753333333,198.3333333,1,De Bik
BU03071904,Detached house,1991-2000,4,1.21,199.25,0,De Bik
BU03071904,Detached house,2001-2010,3,1.21,236.3333333,0,De Bik
BU03071904,Detached house,>2010,1,0.9,70,1,De Bik
BU03071905,Apartment,1991-2000,108,1.288333333,74,72,De Brinken
BU03071905,Terraced house,1991-2000,197,1.328730964,113.7614213,0,De Brinken
BU03071905,Terraced house,2001-2010,20,1.3085,206.9,0,De Brinken
BU03071905,Semi-detached house,<1946,1,2.49,397,0,De Brinken
BU03071905,Semi-detached house,1991-2000,12,1.375,137.6666667,0,De Brinken
BU03071905,Detached house,<1946,1,2.23,254,0,De Brinken
BU03071905,Detached house,1991-2000,8,1.22625,216.375,0,De Brinken
BU03071905,Detached house,2001-2010,3,1.14,238,0,De Brinken
BU03071906,Terraced house,1991-2000,117,1.358632479,192.2905983,0,De Biezen
BU03071906,Semi-detached house,2001-2010,2,1.18,200.5,0,De Biezen
BU03071906,Detached house,<1946,1,2.23,174,0,De Biezen
BU03071906,Detached house,1946-1974,2,2.09,304,0,De Biezen
BU03071906,Detached house,1991-2000,9,1.21,232,0,De Biezen
BU03071906,Detached house,2001-2010,5,1.186,275.8,0,De Biezen
BU03072000,Apartment,1975-1990,35,1.240285714,67.31428571,28,Vlinderbuurt
BU03072000,Terraced house,1975-1990,423,1.473309693,115.0330969,0,Vlinderbuurt
BU03072000,Semi-detached house,1975-1990,44,1.753863636,178.25,0,Vlinderbuurt
BU03072000,Detached house,1975-1990,2,1.82,147,0,Vlinderbuurt
BU03072000,Detached house,1991-2000,2,1.21,306.5,0,Vlinderbuurt
BU03072001,Apartment,1975-1990,186,1.383010753,81.8172043,76,Erasmusstraat
BU03072001,Terraced house,1975-1990,409,1.534743276,121.5476773,0,Erasmusstraat
BU03072001,Terraced house,1991-2000,43,1.360232558,130.2325581,0,Erasmusstraat
BU03072001,Detached house,<1946,1,2.23,201,0,Erasmusstraat
BU03072001,Detached house,1975-1990,4,1.635,196.75,0,Erasmusstraat
BU03072002,Apartment,1975-1990,107,1.494579439,68.70093458,89,Muziekbuurt-Noord
BU03072002,Apartment,1991-2000,15,1.404666667,69.26666667,12,Muziekbuurt-Noord
BU03072002,Terraced house,1975-1990,273,1.621611722,124.6043956,0,Muziekbuurt-Noord
BU03072002,Terraced house,1991-2000,75,1.353866667,130.4533333,0,Muziekbuurt-Noord
BU03072002,Semi-detached house,1991-2000,18,1.363333333,139.5,0,Muziekbuurt-Noord
BU03072003,Apartment,1975-1990,88,1.458522727,68.92045455,70,Muziekbuurt-Zuid
BU03072003,Apartment,1991-2000,44,1.319545455,94,0,Muziekbuurt-Zuid
BU03072003,Terraced house,1975-1990,371,1.590107817,130.4070081,0,Muziekbuurt-Zuid
BU03072004,Apartment,1991-2000,12,1.31,63.83333333,11,Architectenbuurt-Oost
BU03072004,Terraced house,1975-1990,488,1.560327869,131.5901639,0,Architectenbuurt-Oost
BU03072004,Terraced house,1991-2000,109,1.397706422,132.0917431,0,Architectenbuurt-Oost
BU03072004,Semi-detached house,1975-1990,8,1.775,201.25,0,Architectenbuurt-Oost
BU03072004,Detached house,<1946,1,2.1,85,0,Architectenbuurt-Oost
BU03072004,Detached house,1975-1990,23,1.684347826,248.6521739,0,Architectenbuurt-Oost
BU03072005,Apartment,<1946,2,2.2,103.5,1,Architectenbuurt-West
BU03072005,Apartment,1975-1990,76,1.365131579,82.10526316,42,Architectenbuurt-West
BU03072005,Terraced house,1975-1990,384,1.633697917,122.5,0,Architectenbuurt-West
BU03072005,Terraced house,1991-2000,8,1.39,240,0,Architectenbuurt-West
BU03072005,Semi-detached house,1975-1990,15,1.753333333,146.4,0,Architectenbuurt-West
BU03072005,Semi-detached house,1991-2000,1,1.3,205,0,Architectenbuurt-West
BU03072005,Detached house,1946-1974,2,2.24,135.5,0,Architectenbuurt-West
BU03072005,Detached house,1975-1990,11,1.8,256.7272727,0,Architectenbuurt-West
BU03072005,Detached house,1991-2000,29,1.32862069,264.2068966,0,Architectenbuurt-West
BU03072005,Detached house,2001-2010,2,1.035,376.5,0,Architectenbuurt-West
BU03072100,Apartment,1975-1990,69,1.316231884,71.92753623,62,Stille Steeg
BU03072100,Apartment,1991-2000,70,1.276428571,77.17142857,34,Stille Steeg
BU03072100,Terraced house,1975-1990,242,1.570247934,119.4008264,1,Stille Steeg
BU03072100,Terraced house,1991-2000,260,1.530961538,119.1961538,0,Stille Steeg
BU03072100,Semi-detached house,1975-1990,4,1.75,146,0,Stille Steeg
BU03072100,Semi-detached house,1991-2000,2,1.8,196,0,Stille Steeg
BU03072101,Apartment,1991-2000,104,1.388942308,92.84615385,66,Amaniet
BU03072101,Terraced house,1975-1990,35,1.626857143,153.8857143,0,Amaniet
BU03072101,Terraced house,1991-2000,144,1.45,97.36111111,0,Amaniet
BU03072101,Semi-detached house,1991-2000,22,1.365454545,159,0,Amaniet
BU03072102,Apartment,1975-1990,53,1.386037736,99.66037736,0,Woudzoom
BU03072102,Apartment,1991-2000,45,1.357333333,88.55555556,0,Woudzoom
BU03072102,Terraced house,1975-1990,148,1.541621622,177.75,0,Woudzoom
BU03072102,Terraced house,1991-2000,198,1.457272727,147.3030303,0,Woudzoom
BU03072102,Semi-detached house,1991-2000,70,1.353,190.3571429,0,Woudzoom
BU03072102,Detached house,1991-2000,38,1.238421053,210.5,0,Woudzoom
BU03072103,Apartment,1991-2000,151,1.23986755,76.49006623,84,Gesloten Stad
BU03072103,Terraced house,1991-2000,272,1.360588235,149.7242647,0,Gesloten Stad
BU03072103,Terraced house,>2010,8,0.9,85,0,Gesloten Stad
BU03072103,Semi-detached house,1991-2000,10,1.322,192.9,0,Gesloten Stad
BU03072103,Detached house,<1946,1,2.23,114,0,Gesloten Stad
BU03072104,Apartment,1991-2000,16,1.340625,102.5,0,De Verwondering
BU03072104,Terraced house,1991-2000,349,1.472722063,124.469914,0,De Verwondering
BU03072104,Semi-detached house,1991-2000,38,1.581578947,170.8684211,0,De Verwondering
BU03072104,Detached house,1991-2000,18,1.571111111,206.8333333,0,De Verwondering
BU03072105,Apartment,1991-2000,233,1.483776824,85.75965665,28,Emiclaer
BU03072105,Terraced house,1991-2000,112,1.437589286,131.2410714,0,Emiclaer
BU03072105,Semi-detached house,1991-2000,26,1.346153846,136.2307692,0,Emiclaer
BU03072105,Detached house,<1946,3,2.42,154.6666667,0,Emiclaer
BU03072105,Detached house,1975-1990,1,1.6,406,0,Emiclaer
BU03072105,Detached house,1991-2000,3,1.34,260.3333333,0,Emiclaer
BU03072105,Detached house,2001-2010,2,1.1,245.5,1,Emiclaer
BU03072105,Detached house,>2010,1,0.9,206,0,Emiclaer
BU03072106,Apartment,1991-2000,115,1.196,71.60869565,86,Groote Kreek
BU03072106,Terraced house,1975-1990,32,1.620625,176.90625,0,Groote Kreek
BU03072106,Terraced house,1991-2000,387,1.319560724,132.9612403,0,Groote Kreek
BU03072106,Semi-detached house,1991-2000,10,1.36,222.2,0,Groote Kreek
BU03072106,Detached house,1946-1974,1,2.23,154,0,Groote Kreek
BU03072106,Detached house,1975-1990,2,1.82,136.5,1,Groote Kreek
BU03072106,Detached house,1991-2000,19,1.233684211,173.8421053,0,Groote Kreek
BU03072107,Apartment,1991-2000,91,1.293626374,89.16483516,3,Het Hallehuis
BU03072107,Terraced house,1991-2000,477,1.335765199,118.3626834,49,Het Hallehuis
BU03072107,Semi-detached house,1991-2000,30,1.355,196.2,0,Het Hallehuis
BU03072107,Detached house,<1946,4,2.24,178.25,0,Het Hallehuis
BU03072107,Detached house,1946-1974,2,2.23,104.5,0,Het Hallehuis
BU03072107,Detached house,1991-2000,7,1.227142857,235.8571429,0,Het Hallehuis
BU03072108,Apartment,1991-2000,84,1.339285714,96.48809524,19,De Horizon
BU03072108,Terraced house,1975-1990,15,1.263333333,148.0666667,0,De Horizon
BU03072108,Terraced house,1991-2000,511,1.324344423,147.6144814,0,De Horizon
BU03072108,Semi-detached house,1991-2000,46,1.339782609,195.2391304,1,De Horizon
BU03072108,Detached house,<1946,1,2.8,270,0,De Horizon
BU03072108,Detached house,1946-1974,1,2.23,180,0,De Horizon
BU03072108,Detached house,1991-2000,29,1.205172414,212.4137931,0,De Horizon
BU03072108,Detached house,2001-2010,1,1,229,0,De Horizon
BU03072201,Terraced house,1991-2000,10,1.316,196.7,0,Calveen
BU03072201,Terraced house,2001-2010,1,1,224,0,Calveen
BU03072201,Semi-detached house,<1946,2,2.49,176.5,0,Calveen
BU03072201,Semi-detached house,1975-1990,2,1.8,117,0,Calveen
BU03072201,Semi-detached house,1991-2000,8,1.3075,153.125,0,Calveen
BU03072201,Semi-detached house,2001-2010,2,1.36,180,0,Calveen
BU03072201,Semi-detached house,>2010,2,0.9,152,0,Calveen
BU03072201,Detached house,<1946,4,2.23,168,0,Calveen
BU03072201,Detached house,1946-1974,2,1.675,438.5,0,Calveen
BU03072201,Detached house,1991-2000,9,1.183333333,189.2222222,0,Calveen
BU03072201,Detached house,2001-2010,8,1.18375,260,0,Calveen
BU03072201,Detached house,>2010,1,0.9,176,0,Calveen
BU03072300,Semi-detached house,1946-1974,14,2.475714286,123.1428571,0,Park Schothorst-Zuid
BU03072300,Detached house,<1946,1,2.23,284,0,Park Schothorst-Zuid
BU03072300,Detached house,1946-1974,4,2.0725,206,0,Park Schothorst-Zuid
BU03072300,Detached house,1975-1990,1,1.82,114,0,Park Schothorst-Zuid
BU03072300,Detached house,1991-2000,6,1.225,168.1666667,0,Park Schothorst-Zuid
BU03072301,Detached house,1991-2000,1,1.21,361,0,Park Schothorst-Noord
BU03072400,Apartment,1991-2000,131,1.243435115,74.3129771,79,Stadskwartier
BU03072400,Terraced house,1991-2000,974,1.295657084,146.2238193,0,Stadskwartier
BU03072400,Semi-detached house,1975-1990,2,1.8,185,0,Stadskwartier
BU03072400,Semi-detached house,2001-2010,8,1.345,172,0,Stadskwartier
BU03072400,Semi-detached house,>2010,2,0.9,112,0,Stadskwartier
BU03072400,Detached house,<1946,1,2.23,147,0,Stadskwartier
BU03072400,Detached house,1946-1974,1,2.23,121,0,Stadskwartier
BU03072400,Detached house,1991-2000,5,1.21,174.4,0,Stadskwartier
BU03072400,Detached house,2001-2010,1,0.9,216,0,Stadskwartier
BU03072400,Detached house,>2010,4,0.8825,215.25,0,Stadskwartier
BU03072402,Apartment,1991-2000,35,1.301142857,82.62857143,0,Hoge Hoven
BU03072402,Terraced house,1991-2000,686,1.311516035,148.3760933,0,Hoge Hoven
BU03072402,Semi-detached house,1991-2000,52,1.343846154,183.9230769,0,Hoge Hoven
BU03072402,Detached house,1991-2000,34,1.213235294,208.6470588,0,Hoge Hoven
BU03072403,Apartment,1991-2000,263,1.211140684,92.60076046,13,Centrum-Wat
BU03072403,Apartment,2001-2010,88,1.291136364,107.9318182,0,Centrum-Wat
BU03072403,Terraced house,1975-1990,1,1.66,166,0,Centrum-Wat
BU03072403,Terraced house,1991-2000,204,1.288039216,165.6911765,0,Centrum-Wat
BU03072403,Terraced house,2001-2010,2,1.37,134,0,Centrum-Wat
BU03072403,Semi-detached house,1991-2000,24,1.3075,204.6666667,0,Centrum-Wat
BU03072403,Detached house,1975-1990,2,1.71,286.5,0,Centrum-Wat
BU03072403,Detached house,1991-2000,13,1.166153846,207.3846154,0,Centrum-Wat
BU03072404,Apartment,1991-2000,54,1.177222222,126,0,Stadstuin
BU03072404,Apartment,2001-2010,548,1.134762774,115.6551095,0,Stadstuin
BU03072404,Terraced house,1991-2000,59,1.278644068,205.7457627,0,Stadstuin
BU03072404,Terraced house,2001-2010,97,1.241958763,194.4639175,0,Stadstuin
BU03072405,Apartment,1991-2000,155,1.186322581,85.14193548,23,Waterkwartier
BU03072405,Terraced house,1975-1990,1,1.6,104,0,Waterkwartier
BU03072405,Terraced house,1991-2000,997,1.232928786,149.0531595,0,Waterkwartier
BU03072405,Semi-detached house,1991-2000,14,1.27,171.0714286,0,Waterkwartier
BU03072405,Detached house,1991-2000,5,1.21,179,0,Waterkwartier
BU03072407,Apartment,1991-2000,115,1.227565217,83.79130435,27,Lage Hoven
BU03072407,Apartment,2001-2010,26,1.307307692,85.88461538,0,Lage Hoven
BU03072407,Terraced house,1991-2000,909,1.326336634,147.3113311,0,Lage Hoven
BU03072407,Semi-detached house,1991-2000,28,1.310714286,175.8928571,0,Lage Hoven
BU03072407,Detached house,1975-1990,1,1.82,143,0,Lage Hoven
BU03072407,Detached house,1991-2000,11,1.218181818,212.3636364,0,Lage Hoven
BU03072407,Detached house,2001-2010,3,1.066666667,305.3333333,0,Lage Hoven
BU03072500,Apartment,1975-1990,68,1.495735294,49.16176471,68,De Hoef-West
BU03072500,Semi-detached house,1946-1974,1,2.49,632,0,De Hoef-West
BU03072500,Detached house,1946-1974,1,2.23,264,0,De Hoef-West
BU03072500,Detached house,1991-2000,2,1.515,95,0,De Hoef-West
BU03072502,Semi-detached house,<1946,2,2.645,241,0,De Wieken
BU03072502,Detached house,<1946,8,2.15125,231.125,0,De Wieken
BU03072502,Detached house,1946-1974,1,1.44,46,1,De Wieken
BU03072502,Detached house,2001-2010,1,1.3,474,0,De Wieken
BU03072503,Apartment,<1946,4,2.2,129.5,3,Vinkenhoef
BU03072503,Terraced house,<1946,2,2.11,118.5,0,Vinkenhoef
BU03072503,Semi-detached house,<1946,6,2.49,129.5,0,Vinkenhoef
BU03072503,Semi-detached house,1946-1974,4,2.52,138.75,0,Vinkenhoef
BU03072503,Detached house,<1946,6,2.23,193.1666667,0,Vinkenhoef
BU03072503,Detached house,1946-1974,3,2.336666667,185,0,Vinkenhoef
BU03072504,Terraced house,<1946,3,2.11,107.3333333,0,Nijkerkerstraat
BU03072504,Semi-detached house,<1946,2,2.49,117,0,Nijkerkerstraat
BU03072504,Semi-detached house,1946-1974,3,2.433333333,158.3333333,0,Nijkerkerstraat
BU03072504,Detached house,<1946,17,2.462352941,175,0,Nijkerkerstraat
BU03072504,Detached house,1946-1974,3,2.703333333,93.66666667,1,Nijkerkerstraat
BU03072504,Detached house,1975-1990,1,1.82,878,0,Nijkerkerstraat
BU03072504,Detached house,2001-2010,1,0.9,422,0,Nijkerkerstraat
BU03072506,Detached house,<1946,1,2.23,262,0,Podium
BU03072508,Detached house,1991-2000,1,1.82,55,1,De Brand
BU03072600,Apartment,<1946,2,2.2,49.5,2,Dorpskern Hooglanderveen
BU03072600,Apartment,1946-1974,109,1.807889908,72.98165138,94,Dorpskern Hooglanderveen
BU03072600,Apartment,1975-1990,14,1.330714286,68.28571429,13,Dorpskern Hooglanderveen
BU03072600,Apartment,1991-2000,10,1.222,65,10,Dorpskern Hooglanderveen
BU03072600,Apartment,>2010,7,0.998571429,139.4285714,0,Dorpskern Hooglanderveen
BU03072600,Terraced house,<1946,5,2.11,120.2,1,Dorpskern Hooglanderveen
BU03072600,Terraced house,1946-1974,155,1.887612903,117.3741935,11,Dorpskern Hooglanderveen
BU03072600,Terraced house,1975-1990,132,1.556818182,121.1136364,28,Dorpskern Hooglanderveen
BU03072600,Terraced house,1991-2000,65,1.349692308,130.0153846,0,Dorpskern Hooglanderveen
BU03072600,Terraced house,2001-2010,13,1.29,115,0,Dorpskern Hooglanderveen
BU03072600,Semi-detached house,<1946,9,2.391111111,126.3333333,0,Dorpskern Hooglanderveen
BU03072600,Semi-detached house,1946-1974,27,2.306296296,139.2222222,1,Dorpskern Hooglanderveen
BU03072600,Semi-detached house,1975-1990,24,1.783333333,160.2916667,0,Dorpskern Hooglanderveen
BU03072600,Semi-detached house,1991-2000,14,1.334285714,165.2857143,0,Dorpskern Hooglanderveen
BU03072600,Semi-detached house,2001-2010,10,1.104,184.5,0,Dorpskern Hooglanderveen
BU03072600,Semi-detached house,>2010,1,0.9,285,0,Dorpskern Hooglanderveen
BU03072600,Detached house,<1946,15,2.328666667,144.7333333,0,Dorpskern Hooglanderveen
BU03072600,Detached house,1946-1974,14,2.277142857,197.5714286,0,Dorpskern Hooglanderveen
BU03072600,Detached house,1975-1990,5,1.772,180.4,0,Dorpskern Hooglanderveen
BU03072600,Detached house,1991-2000,8,1.21,181.25,0,Dorpskern Hooglanderveen
BU03072600,Detached house,2001-2010,38,1.132368421,244.0789474,0,Dorpskern Hooglanderveen
BU03072600,Detached house,>2010,1,0.9,149,0,Dorpskern Hooglanderveen
BU03072601,Apartment,2001-2010,40,0.9475,76.3,24,Lient
BU03072601,Terraced house,2001-2010,348,0.960201149,132.3017241,0,Lient
BU03072601,Terraced house,>2010,113,0.92920354,130.8318584,0,Lient
BU03072601,Semi-detached house,2001-2010,50,0.9636,202.08,0,Lient
BU03072601,Semi-detached house,>2010,30,0.923333333,164.1666667,0,Lient
BU03072601,Detached house,1975-1990,1,1.82,141,0,Lient
BU03072601,Detached house,1991-2000,1,1.21,233,0,Lient
BU03072601,Detached house,2001-2010,28,0.925357143,244.8214286,0,Lient
BU03072601,Detached house,>2010,68,0.957352941,225.5,0,Lient
BU03072602,Apartment,2001-2010,43,1.146976744,94.81395349,0,Hoekveen
BU03072602,Apartment,>2010,55,0.996363636,77.70909091,10,Hoekveen
BU03072602,Terraced house,2001-2010,102,0.934313725,178.5392157,0,Hoekveen
BU03072602,Terraced house,>2010,9,0.955555556,108.6666667,0,Hoekveen
BU03072602,Semi-detached house,2001-2010,58,0.924137931,181.6034483,0,Hoekveen
BU03072602,Detached house,<1946,1,2.8,128,0,Hoekveen
BU03072602,Detached house,1946-1974,2,2.23,184,0,Hoekveen
BU03072602,Detached house,2001-2010,12,0.975833333,254.5833333,0,Hoekveen
BU03072602,Detached house,>2010,14,0.928571429,285.6428571,0,Hoekveen
BU03072603,Terraced house,1946-1974,16,1.96375,131.75,0,Heideweg
BU03072603,Terraced house,1975-1990,4,1.645,157.5,0,Heideweg
BU03072603,Terraced house,1991-2000,3,1.42,191,0,Heideweg
BU03072603,Semi-detached house,1946-1974,24,2.269583333,142.75,0,Heideweg
BU03072603,Semi-detached house,2001-2010,5,0.9,216,0,Heideweg
BU03072603,Semi-detached house,>2010,16,0.91875,153.5,5,Heideweg
BU03072603,Detached house,<1946,8,2.3375,170.875,0,Heideweg
BU03072603,Detached house,1946-1974,14,2.385714286,180.7857143,0,Heideweg
BU03072603,Detached house,1975-1990,4,2.065,165.75,0,Heideweg
BU03072603,Detached house,1991-2000,1,1.21,324,0,Heideweg
BU03072603,Detached house,2001-2010,2,1.055,347,0,Heideweg
BU03072603,Detached house,>2010,8,0.925,239.875,0,Heideweg
BU03072700,Apartment,<1946,3,2.2,30.33333333,3,Coelhorst
BU03072700,Semi-detached house,<1946,2,2.49,115.5,0,Coelhorst
BU03072700,Semi-detached house,1946-1974,6,2.49,130.8333333,0,Coelhorst
BU03072700,Semi-detached house,1975-1990,4,1.75,130.5,0,Coelhorst
BU03072700,Detached house,<1946,9,2.23,279.6666667,1,Coelhorst
BU03072700,Detached house,1946-1974,8,2.26625,223.75,0,Coelhorst
BU03072700,Detached house,1975-1990,5,1.776,139,0,Coelhorst
BU03072700,Detached house,1991-2000,1,1.21,293,0,Coelhorst
BU03072700,Detached house,2001-2010,3,1.033333333,346.6666667,0,Coelhorst
BU03072701,Apartment,<1946,8,2.2,223.375,2,Zeldert
BU03072701,Semi-detached house,<1946,7,2.49,248.2857143,0,Zeldert
BU03072701,Semi-detached house,1946-1974,4,2.49,149.5,0,Zeldert
BU03072701,Semi-detached house,1975-1990,3,1.8,220,0,Zeldert
BU03072701,Semi-detached house,1991-2000,2,1.36,143,0,Zeldert
BU03072701,Semi-detached house,2001-2010,1,1.36,115,0,Zeldert
BU03072701,Detached house,<1946,38,2.207105263,309.6315789,1,Zeldert
BU03072701,Detached house,1946-1974,27,2.174074074,220,1,Zeldert
BU03072701,Detached house,1975-1990,11,1.829090909,272.2727273,0,Zeldert
BU03072701,Detached house,1991-2000,13,1.230769231,204.6153846,1,Zeldert
BU03072701,Detached house,2001-2010,6,0.951666667,337.8333333,0,Zeldert
BU03072701,Detached house,>2010,7,1.171428571,224,0,Zeldert
BU03072709,Semi-detached house,1946-1974,1,2.55,85,0,Maatweg
BU03072709,Semi-detached house,2001-2010,2,1.33,247.5,0,Maatweg
BU03072709,Detached house,1946-1974,7,2.05,127.5714286,0,Maatweg
BU03072709,Detached house,2001-2010,2,1.21,320,0,Maatweg
BU03072800,Apartment,1946-1974,3,2.2,241,0,Leersumseberg
BU03072800,Apartment,2001-2010,27,1.295185185,132.0740741,0,Leersumseberg
BU03072800,Terraced house,2001-2010,519,1.176743738,151.4258189,0,Leersumseberg
BU03072800,Semi-detached house,2001-2010,60,1.22,150.8333333,0,Leersumseberg
BU03072800,Detached house,<1946,1,2.23,205,0,Leersumseberg
BU03072800,Detached house,2001-2010,39,1.075641026,239.5384615,0,Leersumseberg
BU03072801,Apartment,2001-2010,25,0.9036,92.16,0,Emminkhuizerberg
BU03072801,Terraced house,2001-2010,172,1.177616279,147.9534884,0,Emminkhuizerberg
BU03072801,Semi-detached house,2001-2010,72,1.281527778,204.2777778,0,Emminkhuizerberg
BU03072801,Detached house,1946-1974,3,2.136666667,177.6666667,0,Emminkhuizerberg
BU03072801,Detached house,1975-1990,1,1.82,156,0,Emminkhuizerberg
BU03072801,Detached house,2001-2010,26,0.996923077,251.4230769,1,Emminkhuizerberg
BU03072802,Apartment,2001-2010,99,1.023232323,91.29292929,20,Sprengenberg
BU03072802,Terraced house,2001-2010,522,1.093965517,157.9348659,0,Sprengenberg
BU03072802,Semi-detached house,2001-2010,98,1.277346939,187.7857143,0,Sprengenberg
BU03072802,Detached house,1946-1974,1,2.23,263,0,Sprengenberg
BU03072802,Detached house,1975-1990,1,1.82,284,0,Sprengenberg
BU03072802,Detached house,2001-2010,15,1.083333333,222,0,Sprengenberg
BU03072803,Apartment,2001-2010,18,0.95,60.33333333,18,Duisterweg
BU03072803,Apartment,>2010,21,0.957142857,86.57142857,0,Duisterweg
BU03072803,Terraced house,2001-2010,232,0.92887931,150.8275862,0,Duisterweg
BU03072803,Terraced house,>2010,23,0.988695652,119.173913,0,Duisterweg
BU03072803,Semi-detached house,2001-2010,42,0.932619048,192.9285714,0,Duisterweg
BU03072803,Detached house,<1946,2,2.515,234,0,Duisterweg
BU03072803,Detached house,1946-1974,1,2.23,212,0,Duisterweg
BU03072803,Detached house,2001-2010,30,0.92,235.7333333,0,Duisterweg
BU03072803,Detached house,>2010,16,0.9125,252.4375,2,Duisterweg
BU03072804,Apartment,2001-2010,46,0.941304348,92.84782609,14,Cycladen
BU03072804,Apartment,>2010,29,0.516551724,60.82758621,29,Cycladen
BU03072804,Terraced house,2001-2010,108,0.929351852,147.3240741,0,Cycladen
BU03072804,Semi-detached house,2001-2010,30,0.916666667,205,0,Cycladen
BU03072804,Detached house,2001-2010,20,0.92,230.95,0,Cycladen
BU03072806,Detached house,1991-2000,1,1.21,493,0,Smink
BU03072900,Apartment,2001-2010,29,0.951724138,92.68965517,10,Roevoeterstraat
BU03072900,Terraced house,2001-2010,451,1.185121951,132.8802661,0,Roevoeterstraat
BU03072900,Semi-detached house,2001-2010,100,1.1722,189.72,0,Roevoeterstraat
BU03072900,Semi-detached house,>2010,4,0.925,200,0,Roevoeterstraat
BU03072900,Detached house,<1946,3,2.336666667,258,1,Roevoeterstraat
BU03072900,Detached house,1975-1990,1,1.82,195,0,Roevoeterstraat
BU03072900,Detached house,2001-2010,52,1.039615385,280.2692308,0,Roevoeterstraat
BU03072900,Detached house,>2010,2,0.9,222.5,0,Roevoeterstraat
BU03072901,Apartment,2001-2010,164,1.085609756,103.1646341,8,Winkelcentrum
