neighbourhood_code,neighbourhood_name
BU05850109,Verspreide huizen Moerkerken
BU05850200,Westmaas
BU05850201,Greup
BU05850202,Grote Riethure
BU05850208,Verspreide huizen polder Munnikenland
BU05850209,Verspreide huizen in het Westen
BU05850300,Maasdam
BU05850301,Cillaarshoek (gedeeltelijk)
BU05850302,Sint Anthoniepolder
BU05850303,Maasdam nieuwbouw
BU05850304,Bungalow plan
BU05850307,Bedrijfsterreinen
BU05850309,Verspreide huizen Maasdam
BU05850400,"Bebouwde Kom, oud gedeelte"
BU05850401,Rustenburgstraat (gedeeltelijk)
BU05850402,Bebouwde Kom Plan Dorp
BU05850403,Bebouwde Kom Plan Oudeland
BU05850405,Plan De Grienden
BU05850406,Plan Zijdewinde
BU05850408,Verspreide huizen in het Zuidoosten
BU05850409,Suikerfabriek en verspreide huizen Noordwesten
BU05850500,'s-Gravendeel
BU05850501,Boendersweg-Strijensedijk (gedeeltelijk)
BU05850502,Nieuw Bonaventura
BU05850503,Schenkeldijk
BU05850504,Mijlpolder
BU05850505,Groot en Klein Koninkrijk
BU05850506,Schuilingen
BU05850509,Verspreide huizen 's-Gravendeel
BU05880000,Nieuw-Beijerland
BU05880001,Zuidzijde (gedeeltelijk)
BU05880009,Verspreide huizen Nieuw-Beijerland
BU05880100,Piershil
BU05880103,Zwartsluisje (gedeeltelijk)
BU05880109,Verspreide huizen Piershil
BU05880200,Goudswaard
BU05880201,Nieuwendijk (gedeeltelijk)
BU05880202,Oudendijk
BU05880208,Verspreide huizen Eiland Tiengemeten (gedeeltelijk)
BU05880209,Overige verspreide huizen Goudswaard
BU05880300,Zuid-Beijerland
BU05880301,Zwartsluisje (gedeeltelijk)
BU05880302,Zuidzijde (gedeeltelijk)
BU05880303,Schenkeldijk
BU05880304,Nieuwendijk (gedeeltelijk)
BU05880308,Verspreide huizen Eiland Tiengemeten (gedeeltelijk)
BU05880309,Overige verspreide huizen Zuid-Beijerland
BU05890101,Kern Hekendorp
BU05890102,Hekendorpse buurt
BU05890201,Kern Oudewater
BU05890202,de Noort syde
BU05890203,Brede dijk
BU05890204,Klein Hekendorp
BU05890205,Kern Hoenkoop
BU05890206,Markveld
BU05890207,Groenbuffer noord
BU05890208,Tappersheul
BU05890209,Klein Hekendorp buitengebied
BU05890210,Rozendaal
BU05890211,Hoenkoopse buurt
BU05890212,Willeskop
BU05890213,Ruige weide
BU05890301,Kern Papekop
BU05890302,Diemerbroek
BU05890401,Snelrewaard
BU05900001,Westpolder
BU05900002,Molenvliet
BU05900003,Kraaihoek
BU05900004,Middenpolder
BU05900005,Wilgendonk
BU05900006,Oosteind en De Kooy
BU05900007,Oostpolder
BU05900008,Vriesenpolder
BU05970100,Centrum
BU05970200,West
BU05970300,Oost
BU05970400,Drievliet
BU05970500,Het Zand
BU05970600,Slikkerveer
BU05970700,Bolnes
BU05970800,Rijsoord
BU05970900,Oostendam
BU05971000,Donkersloot
BU05971100,Verenambacht
BU05971200,Cornelisland
BU05990110,Stadsdriehoek
BU05990111,Oude Westen
BU05990112,Cool
BU05990113,Cs Kwartier
BU05990118,Nieuwe Werk
BU05990119,Dijkzigt
BU05990320,Delfshaven
BU05990321,Bospolder
BU05990322,Tussendijken
BU05990323,Spangen
BU05990324,Nieuwe Westen
BU05990325,Middelland
BU05990327,Oud Mathenesse
BU05990328,Witte Dorp
BU05990329,Schiemond
BU05990451,Kleinpolder
BU05990452,Noord Kethel
BU05990454,Schieveen
BU05990455,Zestienhoven
BU05990456,Overschie
BU05990457,Landzicht
BU05990515,Agniesebuurt
BU05990516,Provenierswijk
BU05990531,Bergpolder
BU05990532,Blijdorp
BU05990534,Liskwartier
BU05990535,Oude Noorden
BU05990558,Blijdorpsepolder
BU05990660,Schiebroek
BU05990661,Hillegersberg Zuid
BU05990662,Hillegersberg Noord
BU05990664,Terbregge
BU05990665,Molenlaankwartier
BU05990814,Rubroek
BU05990836,Nieuw Crooswijk
BU05990837,Oud Crooswijk
BU05990841,Kralingen West
BU05990842,Kralingen Oost
BU05990843,Kralingse Bos
BU05990845,De Esch
BU05990847,Struisenburg
BU05991017,Kop van Zuid
BU05991079,Kop van Zuid - Entrepot
BU05991080,Vreewijk
BU05991081,Bloemhof
BU05991082,Hillesluis
BU05991085,Katendrecht
BU05991086,Afrikaanderwijk
BU05991087,Feijenoord
BU05991088,Noordereiland
BU05991283,Oud IJsselmonde
BU05991284,Lombardijen
BU05991289,Groot IJsselmonde
BU05991290,Beverwaard
BU05991391,Pernis
BU05991444,'s Gravenland
BU05991446,Kralingseveer
BU05991448,Prinsenland
BU05991449,Het Lage Land
BU05991463,Ommoord
BU05991466,Zevenkamp
BU05991467,Oosterflank
BU05991468,Nesselande
BU05991570,Charlois Zuidrand
BU05991571,Tarwewijk
BU05991572,Carnisse
BU05991573,Zuidwijk
BU05991574,Oud Charlois
BU05991575,Wielewaal
BU05991576,Zuidplein
BU05991577,Pendrecht
BU05991578,Zuiderpark
BU05991593,Heijplaat
BU05991692,Hoogvliet Noord
BU05991699,Hoogvliet Zuid
BU05991701,Strand en Duin
BU05991702,Dorp
BU05991703,Rijnpoort
BU05991853,Spaanse Polder
BU05991926,Nieuw Mathenesse
BU05992194,Waalhaven
BU05992196,Eemhaven
BU05992198,Waalhaven Zuid
BU05992295,Vondelingenplaat
BU05992306,Botlek
BU05992307,Europoort
BU05992308,Maasvlakte
BU05992459,Bedrijvenpark Noord-West
BU05992540,Rivium
BU05992650,Bedrijventerrein Schieveen
BU05992704,Rozenburg
BU05992705,Noordzeeweg
BU06030111,Cromvliet
BU06030112,Leeuwendaal
BU06030221,Oud-Rijswijk
BU06030222,Bomenbuurt
BU06030223,Welgelegen
BU06030224,Rembrandtkwartier
BU06030225,Havenkwartier
BU06030391,Hoornwijck
BU06030392,Broekpolder
BU06030431,Julianapark
BU06030432,Huis te Lande
BU06030434,Te Werve
BU06030581,Plaspoelpolder
BU06030633,Stationskwartier
BU06030641,Spoorzicht
BU06030642,Kleurenbuurt
BU06030643,Artiestenbuurt
BU06030771,Muziekbuurt
BU06030772,Wilhelminapark
BU06030851,Overvoorde
BU06030852,Strijp
BU06030853,Presidentenbuurt
BU06030854,Ministerbuurt
BU06030961,Stervoorde
BU06030962,Eikelenburg
BU06030963,Hoekpolder
BU06031064,Sion
BU06031082,Elsenburg
BU06031083,Pasgeld
BU06031084,Haantje
BU06031193,Kraayenburg
BU06031194,Vrijenban
BU06060000,Buurt 00
BU06060101,Stadserf
BU06060102,Natuurkundigenbuurt
BU06060103,Singelkwartier
BU06060104,Stationsbuurt
BU06060105,Wetenschappersbuurt
BU06060106,Newtonbuurt
BU06060107,Rotterdamsedijk
BU06060201,Brandersbuurt
BU06060202,Walvisbuurt
BU06060203,De Plantage
BU06060301,Schildersbuurt
BU06060302,Schrijversbuurt
BU06060303,Fabribuurt
BU06060304,Frankenland
BU06060305,Liduinabuurt
BU06060306,Nassaubuurt
BU06060307,Oranjekwartier
BU06060308,Haverschmidtkwartier
BU06060309,Distillateursbuurt
BU06060401,Noletbuurt
BU06060402,Eilandenbuurt
BU06060403,Piet Sandersbuurt
BU06060404,Maasboulevard
BU06060405,Havenbuurt
BU06060500,Nieuw-Mathenesse
BU06060602,Spieringshoek
BU06060603,Staatsliedenbuurt
BU06060604,Vakbondsliedenbuurt
BU06060605,Hollandiabuurt
BU06060606,Schiehart
BU06060607,Nolensbuurt
BU06060608,Wibautbuurt
BU06060701,Parkenbuurt/Bijdorp
BU06060702,Groenoord-Zuid
BU06060703,Groenoord-Midden
BU06060704,Groenoord-Noord
BU06060705,Kethel-dorp
BU06060706,Vogelbuurt
BU06060707,Tuindorp
BU06060801,Spaanse Polder
BU06060802,'s-Gravelandsepolder
BU06060803,Polderwetering
BU06060901,Toneelspelersbuurt
BU06060902,Ambachtenbuurt
BU06060903,Kastelenbuurt
BU06060904,Botenbuurt
BU06060905,De Gaarden/Sveafors
BU06060906,De Vlinderhoven/Sveaholm
BU06060907,De Akkers en De Velden
BU06060908,Sveaborg en -Dal
BU06060909,Noordkethelpolder
BU06100101,Baanhoek-West
BU06100102,Baanhoek-Bedrijven
BU06100103,De Weren
BU06100104,Benedenveer
BU06100105,Baanhoek-Oost
BU06100106,Prickwaert en Weresteijn
BU06100107,De Hoven
BU06100108,Molendijk
BU06100109,Bedrijventerrein Het Plaatje
BU06100201,Rivierenbuurt-Noord
BU06100202,Rivierenbuurt-Zuid
BU06100203,Kerkbuurt-West
BU06100204,Buitenuitbreiding-West
BU06100205,Bedrijventerrein Kerkerak
BU06100206,Stationsweg
BU06100207,Staatsliedenbuurt
BU06100208,Winklerplein-Noord
BU06100209,Winklerplein-Zuid
BU06100210,Kerkbuurt-Oost
BU06100211,Buitenuitbreiding-Oost
BU06100301,Vogelbuurt-Noord
BU06100302,Vogelbuurt-Zuid
BU06100303,Middenveer
BU06100304,Rivierdijk-West
BU06100305,De Grienden
BU06100306,Rivierdijk-Midden
BU06100307,Rivierdijk-Oost
BU06100401,Het Buitengebied
BU06100402,Bedrijventerrein De Driehoek
BU06100403,Bedrijventerrein Nijverwaard
BU06100404,Bedrijventerrein Stationspark
BU06100405,Sportpark
BU06100406,Bedrijventerrein Noordoost-Kwadrant
BU06110000,Nieuwbouw Dorp
BU06110001,Middelsluis
BU06110003,Schuring
BU06110004,Numansdorp
BU06110009,Verspreide huizen Numansdorp
BU06110100,Klaaswaal
BU06110101,Oude Sluis
BU06110108,Verspreide huizen West
BU06110109,Verspreide huizen Oost
BU06130101,Valckesteyn
BU06130102,Zwaardijk-Kruisdijk
BU06130103,Poortugaal
BU06130104,Buitengebied Poortugaal
BU06130205,Rhoon Noord
BU06130207,Buitengebied Rhoon-Noord
BU06130308,Beatrixstraat
BU06130309,Landweg
BU06130310,Poortugaal-Centrum
BU06130311,Poortugaal Zuid
BU06130312,Polder Albrandswaard
BU06130313,Kijvelanden
BU06130414,Rhoon-Centrum
BU06130415,Ghijseland
BU06130416,Overhoeken
BU06130417,Park Rhoon
BU06130418,Rhoon-Zuidoost
BU06130419,Tijsjesdijk
BU06130420,Buitengebied Rhoon-Zuid
BU06130521,Portland-Koedoodzone
BU06130522,Buitengebied
BU06130623,Driehoek
BU06130624,Portland-Centrum
BU06130625,Wijkpark Portland
BU06130626,De Eilanden
BU06130706,Distripark
BU06140000,Rockanje
BU06140001,Helhoek
BU06140002,Strijpe
BU06140003,Stuifakker
BU06140004,Zuidhoek
BU06140005,Nieuw gebied
BU06140009,Verspreide huizen
BU06140100,Oostvoorne
BU06140101,De Waranda
BU06140102,Kruiningergors
BU06140103,Tinte
BU06140104,Goudhoek
BU06140105,Vogelenzang
BU06140106,Duinoord
BU06140108,Verspreide huizen in het Westen
BU06140109,Verspreide huizen in het Oosten
BU06170001,Strijen-Centrum
BU06170002,Oranjewijk
BU06170003,Land van Essche
BU06170004,Over de Keen
BU06170005,Noord
BU06170007,Oud Bonaventura (bedrijfsterrein)
BU06170008,Strijensas
BU06170009,Mookhoek
BU06170010,Cillaarshoek
BU06170011,Klem
BU06170012,Buitengebied-Zuid
BU06170013,Buitengebied-West
BU06170014,Buitengebied-Oost
BU06200000,Oude Stad
BU06200001,Zederik
BU06200002,De Hagen
BU06200003,Vijfheerenlanden
BU06200004,Industrieterrein Vianen
BU06200005,Monnikenhof en Amaliastein
BU06200007,Verspreide huizen Helsdingen
BU06200009,Overige verspreide huizen Vianen
BU06200100,Hagestein
BU06200101,Industrieterrein Hagestein
BU06200107,Verspreide huizen in het Oosten
BU06200108,Verspreide huizen in het Noorden
BU06200109,Verspreide huizen in het Zuidwesten
BU06200200,Everdingen
BU06200201,Zijderveld
BU06200202,Diefdijk (gedeeltelijk)
BU06200209,Verspreide huizen Everdingen
BU06220101,Indische Buurt
BU06220102,Vettenoordse Polder Oost
BU06220103,Centrum
BU06220104,Hoogstad
BU06220201,Hoogkamer
BU06220202,Zuidbuurt
BU06220203,Wetering
BU06220204,Lage Weide
BU06220205,Buitengebied Zuidbuurt
BU06220301,De Vergulde Hand
BU06220302,Lickebaert
BU06220303,'t Scheur
BU06220304,Deltagebied
BU06220305,Park Zuidbuurt
BU06220306,Vettenoordse Polder West
BU06220307,Maasboulevard
BU06220401,Hofbuurt
BU06220402,Oostbuurt
BU06220403,Havengebied Oost
BU06220404,Vijfsluizen
BU06220501,Babberspolder Noord
BU06220502,Oranjebuurt
BU06220503,Babberspolder West
BU06220504,Babberspolder Oost
BU06220505,'t Nieuwe Lant
BU06220601,Vaart Zuid
BU06220602,Statenbuurt
BU06220603,Loper Zuid
BU06220604,Vogelbuurt Noord
BU06220605,Sportpark Holy
BU06220606,Vogelbuurt Zuid
BU06220701,Drevenbuurt
BU06220702,Kruidenbuurt
BU06220703,Loper Noord
BU06220704,Hoofdstedenbuurt
BU06220705,Park Holy Noord
BU06220706,Hoevenbuurt
BU06220707,Holierhoekse Polder
BU06220708,Vaart Noord
BU06220801,Broekpolder gebied
BU06270101,Groenswaard 1
BU06270102,Groenswaard 2
BU06270103,Groenswaard 3
BU06270104,Peter Zuidlaan en Horstenbuurt
BU06270105,West 1
BU06270106,Bomenwijk
BU06270202,Zuidplas 80
BU06270203,Zuidplas 90
BU06270204,Triangel
BU06270205,West 2
BU06270301,Oranjewijk Zuid
BU06270302,Oranjewijk Noord
BU06270303,Vondelwijk
BU06270304,Noordkade
BU06270401,Centrum
BU06270402,Oostpolderwijk
BU06270403,Bedrijventerrein Mercuriusweg
BU06270404,Zuid
BU06270405,Coenecoop
BU06270406,'t Weegje
BU06270407,Oost
BU06270408,Zeeheldenbuurt
BU06320101,Binnenstad
BU06320102,Bloemen- en Bomenkwartier
BU06320103,Bedrijventerrein Honthorst
BU06320104,Staatsliedenkwartier
BU06320105,Vogelkwartier
BU06320106,Schilderskwartier
BU06320201,Bedrijventerrein Barwoutswaarder
BU06320202,Molenvliet-West
BU06320203,Molenvliet-Oost
BU06320204,Kromwijk
BU06320301,Middelland-Noord
BU06320302,Middelland-Zuid
BU06320303,Snel en Polanen
BU06320304,Bedrijventerrein Polanen
BU06320305,Waterrijk
BU06320401,Rietveld
BU06320402,Barwoutswaarder
BU06320501,Geestdorp
BU06320502,Breeveld
BU06320503,Cattenbroek
BU06320601,Harmelen-Noord (dorp)
BU06320602,Harmelen-Zuid (dorp)
BU06320603,Putkop
BU06320604,Buitengebied Harmelen
BU06320605,Reijerscop
BU06320606,Gerverscop
BU06320701,Kamerik (dorp)
BU06320702,Kanis
BU06320703,Buitengebied Kamerik
BU06320801,Zegveld (dorp)
BU06320802,Buitengebied Zegveld
BU06370001,Dorp
BU06370002,Stadscentrum
BU06370003,Palenstein
BU06370004,Driemanspolder
BU06370100,Meerzicht-West
BU06370101,Meerzicht-Oost
BU06370200,Buytenwegh
BU06370201,De Leyens
BU06370300,Seghwaert-Zuid-West
BU06370301,Seghwaert-Noord-Oost
BU06370400,Noordhove-West
BU06370401,Noordhove-Oost
BU06370500,Rokkeveen-West
BU06370501,Rokkeveen-Oost
BU06370600,Oosterheem-Zuid-West
BU06370601,Oosterheem-Noord-Oost
BU06370800,Rokkehage c.a.
BU06370801,Lansinghage c.a.
BU06370802,Zoeterhage c.a.
BU06370803,Hoornerhage c.a.
BU06370902,Balijbos
BU06370903,Westerpark c.a.
BU06370904,Buitengebied-West
BU06370905,Meerpolder
BU06370906,Scheidingszone
BU06370907,Van Tuyllpark
BU06420101,Slagveld en Omgeving
BU06420102,Veerplein - Oostkeetshaven
BU06420103,Drinkwaterbedrijf
BU06420104,Balkengat
BU06420105,Noordpark
BU06420106,Industriegebied Ringdijk
BU06420107,Staatsliedenbuurt-Noord
BU06420108,Europesebuurt
BU06420109,Staatsliedenbuurt-Zuid
BU06420110,Oud- en Gerbrandyplein
BU06420111,Winkelcentrum Walburg
BU06420112,De Were en omgeving
BU06420113,Lievershil en omgeving
BU06420114,Eem- en Zonnestein
BU06420115,Swanendrif-Zuid
BU06420201,Veerplein - De Werf
BU06420202,Euryza
BU06420203,Westkeetshaven
BU06420204,Brugweg
BU06420205,Corridor-Oost
BU06420206,Voormalig veilingterrein
BU06420207,Burgemeester Doornplein en omgeving
BU06420208,Prins Bernhardstraat en omgeving
BU06420209,Juliandorp
BU06420301,Industriegebied Develpoort
BU06420302,Corridor-West
BU06420303,Schildersbuurt
BU06420304,Sterrenbeeldenbuurt
BU06420305,Planetenbuurt
BU06420306,Begraafplaats Noord
BU06420307,Officiervliet-Oost
BU06420308,Officiervliet-West
BU06420309,Ter Steeghe
BU06420310,Pilotenbuurt
BU06420311,Langeraarstraat en omgeving
BU06420312,Hoveniersplein - Griend
BU06420313,Prinsessenbuurt
BU06420401,De Hoge Devel
BU06420402,Componistenbuurt-Zuid
BU06420403,Componistenbuurt-Midden
BU06420404,Componistenbuurt-Noord
BU06420405,Oudeland en Meubelmaker
BU06420406,Klarinetsingel en omgeving
BU06420407,Sonate en omgeving
BU06420408,De As
BU06420409,Park Molenvliet
BU06420410,Industriegebied Molenvliet
BU06420501,Noordzijde De Hoge Devel
BU06420502,Develsteincollege
BU06420503,Swinhove - De Lus
BU06420504,KoloniÃƒÂ«nbuurt
BU06420505,Meerdervoort
BU06420506,Dichtersbuurt-Midden
BU06420507,Dichtersbuurt-West
BU06420508,Verzetsheldenbuurt
BU06420509,Kapiteinflats
BU06420510,Zeeheldenbuurt
BU06420511,Bloemenbuurt M(adelief) - Z(onnenbloem)
BU06420512,Bloemenbuurt D(ahlia) - G(eranium)
BU06420513,Bloemenbuurt B(egonia) - C(rocus)
BU06420514,Bloemenbuurt H(yacinth) - L(Obelia)
BU06420515,Bloemenbuurt A(kelei)
BU06420601,IJsvogelplein
BU06420602,Vogelbuurt-Oost
BU06420603,Ooievaar- en Vinkplein
BU06420604,Vogelbuurt-West
BU06420605,Leeuwerik- en Fazantplein
BU06420606,Moermond-Zuid
BU06420607,Boshuizen - Rechteren
BU06420608,Assumburg - Lunenburg
BU06420609,Hilverbeek en omgeving
BU06420610,Develzijde Nederhoven
BU06420701,Industriegebied Groote Lindt
BU06420702,De Geer-Oost
BU06420703,De Geer-West
BU06420704,Achterlindtsestraat
BU06420705,Kijfhoek
BU06420706,"Emplacement ""Kijfhoek"""
BU06420707,Groenesteeg - Langeweg
BU06420708,Bakestein
BU06420801,Molenweg-West
BU06420802,Dorp-Noordoost
BU06420803,Dorp-Zuidoost
BU06420804,Dorp-Zuid
BU06420805,Bedrijventerrein Gors-Noord
BU06420901,Emplacement Kijfhoek en Langeweg
BU06420902,"Sportcomplex ""De Molenwei"""
BU06420903,Polder Heerjansdam
BU06420904,Kleine Lindt Polder
BU06420905,Hooge Nespolder
BU06420906,Het Buitenland en omgeving
BU06420907,Bedrijventerrein Gors-Zuid
BU06540101,Baarland (Kern)
BU06540102,Verspreide huizen Baarland
BU06540201,Borssele (Kern)
BU06540202,Verspreide huizen Borssele
BU06540301,Driewegen (Kern)
BU06540302,Verspreide huizen Driewegen
BU06540401,Ellewoutsdijk (Kern)
BU06540402,Verspreide huizen Ellewoutsdijk
BU06540501,Heinkenszand (Kern)
BU06540502,Verspreide huizen Heinkenszand
BU06540601,Hoedekenskerke (Kern)
BU06540602,Verspreide huizen Hoedekenskerke
BU06540701,Kwadendamme (Kern)
BU06540702,Verspreide huizen Kwadendamme
BU06540801,Lewedorp (Kern)
BU06540802,Verspreide huizen Lewedorp
BU06540901,Nieuwdorp (Kern)
BU06540902,Verspreide huizen Nieuwdorp
BU06540903,Havengebied Sloe
BU06541001,Nisse (Kern)
BU06541002,Verspreide huizen Nisse
BU06541101,Oudelande (Kern)
BU06541102,Verspreide huizen Oudelande
BU06541201,Ovezande (Kern)
BU06541202,Verspreide huizen Ovezande
BU06541301,'s-Gravenpolder (Kern)
BU06541302,Verspreide huizen 's-Gravenpolder
BU06541401,'s-Heer Abtskerke (Kern)
BU06541402,Verspreide huizen 's-Heer Abtskerke
BU06541501,'s-Heerenhoek (Kern)
BU06541502,Verspreide huizen 's-Heerenhoek
BU06640101,Goes-Centrum
BU06640102,Goes-Oost
BU06640103,Goes-Zuid
BU06640104,Goes-West
BU06640105,Goes-Noordwest
BU06640106,Goes-Noordoost
BU06640107,Industrieterrein De Poel
BU06640108,Industrieterrein Haven
BU06640109,Goese Meer
BU06640110,Overzuid
BU06640111,Mannee
BU06640220,Wilhelminadorp
BU06640229,Verspreide huizen Wilhelminadorp
BU06640330,Kloetinge
BU06640331,Oostmolenpark
BU06640338,Verspreide huizen in het Oosten
BU06640339,Verspreide huizen in het Zuiden
BU06640440,Kattendijke
BU06640449,Verspreide huizen Kattendijke
BU06640550,'s-Heer-Arendskerke
BU06640551,De Schenge
BU06640559,Verspreide huizen in het Westen
BU06640660,Eindewege
BU06640770,'s-Heer-Hendrikskinderen
BU06640778,Verspreide huizen ten noorden van 's-Heer-Hendrikskinderen
BU06640779,Verspreide huizen ten zuiden van 's-Heer-Hendrikskinderen
BU06640880,Wolphaartsdijk
BU06640889,Verspreide huizen Wolphaartsdijk
BU06640990,Oud-Sabbinge
BU06770101,Hulst
BU06770102,Linie
BU06770103,'t Jagertje-Schuddebeurs
BU06770104,Carmel
BU06770105,Dullaert
BU06770106,Absdaalseweg
BU06770107,Hogeweg
BU06770108,Zoetevaart
BU06770109,Groote Kreek
BU06770110,Absdale
BU06770112,Buitengebied Hulst
BU06770213,Kern Sint Jansteen
BU06770214,Buitengebied Sint Jansteen
BU06770315,Kern Clinge
BU06770316,Buitengebied Clinge
BU06770417,Kern Graauw
BU06770418,Kern Zandberg
BU06770419,Kern Paal
BU06770420,Buitengebied Graauw
BU06770521,Kern Heikant
BU06770522,Buitengebied Heikant
BU06770623,Kern Nieuw Namen
BU06770624,Buitengebied Nieuw Namen
BU06770725,Kern Kapellebrug
BU06770826,Kern Kloosterzande
BU06770827,Walsoorden
BU06770828,Buitengebied Kloosterzande
BU06770929,Kern Lamswaarde
BU06770930,Kuitaart
BU06770931,Buitengebied Lamswaarde
BU06770932,Kruispolder
BU06771033,Kern Terhole
BU06771034,Buitengebied Terhole
BU06771135,Kern Vogelwaarde
BU06771136,Buitengebied Vogelwaarde
BU06771237,Kern Hengstdijk
BU06771238,Buitengebied Hengstdijk
BU06771339,Kern Ossenisse
BU06771340,Buitengebied Ossenisse
BU06780000,Kapelle
BU06780009,Verspreide huizen Kapelle
BU06780100,Wemeldinge
BU06780109,Verspreide huizen Wemeldinge
BU06780200,Schore
BU06780209,Verspreide huizen Schore
BU06870000,Binnenstad
BU06870100,Griffioen
BU06870101,Klarenbeek
BU06870102,Nieuw Middelburg
BU06870103,Brigdamme
BU06870104,Sint Laurens
BU06870105,Ramsburg
BU06870106,Veersepoort
BU06870107,Verspreide huizen in het Noorden
BU06870108,Verspreide huizen in het Noordwesten
BU06870109,Verspreide huizen in het Noordoosten
BU06870200,Stromenwijk/'t Zand
BU06870209,Verspreide huizen in het Zuidwesten
BU06870300,Middelburg-Zuid
BU06870301,Dauwendaele
BU06870302,Arnestein
BU06870309,Mortiere
BU06870400,Nieuw- en Sint Joosland
BU06870409,Verspreide huizen Nieuw- en Sint Joosland
BU06870500,Arnemuiden
BU06870501,Kleverskerke
BU06870502,Oranjeplaat
BU06870503,Veerse Meer
BU06870509,Verspreide huizen Arnemuiden
BU06890000,Giessenburg en Nieuwkerk
BU06890001,Peursum
BU06890002,Giessen en Oude-Bovenkerk
BU06890100,Giessen en Oudekerk
BU06890101,Neerpolder en Parallelweg
BU06890200,Muisbroek
BU06890201,Neder-Slingeland
BU06890308,Verspreide huizen polder Giessen en Nieuwkerk
BU06890309,Verspreide huizen ten noorden van De Giessen
BU06890400,Arkel
BU06890401,Rietveld
BU06890402,Industrieterrein
BU06890500,Hoogblokland
BU06890501,Verspreide huizen Bazeldijk (gedeeltelijk)
BU06890502,Minkeloos (gedeeltelijk) Hoge Giessen (gedeeltelijk)
BU06890509,Overige verspreide huizen Hoogblokland
BU06890600,Hoornaar
BU06890601,Lage Giessen
BU06890602,Hoge Giessen (gedeeltelijk)
BU06890603,Hoornaar-Nieuw
BU06890700,Noordeloos
BU06890701,Overslingeland
BU06890702,Minkeloos (gedeeltelijk)
BU06890800,Schelluinen
BU07030000,Yerseke - Kern
BU07030001,Yerseke - West
BU07030002,Yerseke - Steehof
BU07030006,Yerseke - Molenpolder/Olzendepolder
BU07030009,Verspreide huizen Yerseke
BU07030100,Kruiningen - Kern
BU07030101,Kruiningen - Zandweg
BU07030102,Kruiningen - Kruseveer
BU07030106,Kruiningen - Nishoek
BU07030109,Verspreide huizen Kruiningen
BU07030200,Krabbendijke - Kern
BU07030201,Krabbendijke - Oostpolder
BU07030202,Krabbendijke - Rozeboom
BU07030206,Krabbendijke - Zuidweg
BU07030209,Verspreide huizen Krabbendijke
BU07030300,Waarde
BU07030309,Verspreide huizen Waarde
BU07030400,Rilland - Kern
BU07030401,Rilland- Stationsbuurt
BU07030402,Rilland - Bath
BU07030403,Rilland - Werfkampen
BU07030406,Rilland - De Poort
BU07030409,Verspreide huizen Rilland
BU07030500,Hansweert - Kern
BU07030501,Hansweert - Tramper
BU07030509,Verspreide huizen Hansweert
BU07030600,Oostdijk
BU07030609,Verspreide huizen Oostdijk
BU07070100,Lexmond Kern
BU07070101,Achthoven
BU07070102,Lakerveld
BU07070103,Lexmond Polder
BU07070200,Ameide Kern
BU07070201,Sluis
BU07070202,Sluis Polder
BU07070203,Ameide Polder
BU07070300,Tienhoven Kern
BU07070301,Hogewaard
BU07070302,Tienhoven Polder
BU07070400,Meerkerk kern
BU07070401,Meerkers Broek
BU07070402,Meerkerk Polder
BU07070500,Hei- en Boeicop Kern
BU07070501,Hei- en Boeicop Polder
BU07070600,Leerbroek kern
BU07070601,Middelkoop
BU07070602,Weverwijk
BU07070603,Leerbroek Polder
BU07070700,Nieuwland Kern
BU07070701,Achterdijk
BU07070702,Geer
BU07070703,Nieuwland Polder
BU07150101,Binnenstad-Java
BU07150401,Handelspoort
BU07150402,Noorderdokken
BU07150403,Zevenaar
BU07150404,Zuidpoort
BU07150701,Driewegen
BU07150702,Katspolder
BU07150703,Oudelandse Hoeve
BU07150704,Oude Vaart
BU07150705,Zeldenrust
BU07151001,Lievenspolder
BU07151002,Noordpolder
BU07151003,Serlippenspolder
BU07151004,Triniteit
BU07151005,Zuiderpark
BU07151301,Othene
BU07151600,Buitengebied Terneuzen
BU07151900,Kern Axel
BU07152200,Buitengebied Axel
BU07152500,Kern Biervliet
BU07152800,Buitengebied Biervliet
BU07153100,Kern Hoek
BU07153400,Buitengebied Hoek
BU07153700,Kern Koewacht
BU07154000,Buitengebied Koewacht
BU07154300,Kern Overslag
BU07154600,Buitengebied Overslag
BU07154900,Kern Philippine
BU07155200,Buitengebied Philippine
BU07155500,Kern Sas van Gent
BU07155800,Buitengebied Sas van Gent
BU07156100,Kern Sluiskil
BU07156400,Buitengebied Sluiskil
BU07156700,Kern Spui
BU07157000,Buitengebied Spui
BU07157300,Kern Westdorpe
BU07157600,Buitengebied Westdorpe
BU07157900,Kern Zaamslag
BU07158200,Buitengebied Zaamslag
BU07158500,Kern Zuiddorpe
BU07158800,Buitengebied Zuiddorpe
BU07160000,Tholen
BU07160009,Verspreide huizen Tholen
BU07160100,Poortvliet
BU07160109,Verspreide huizen Poortvliet
BU07160200,Scherpenisse
BU07160209,Verspreide huizen Scherpenisse
BU07160300,Sint-Maartensdijk
BU07160309,Verspreide huizen Sint-Maartensdijk
BU07160400,Stavenisse
BU07160409,Verspreide huizen Stavenisse
BU07160500,Sint-Annaland
BU07160509,Verspreide huizen Sint-Annaland
BU07160600,Oud-Vossemeer
BU07160609,Verspreide huizen Oud-Vossemeer
BU07160700,Sint Philipsland
BU07160709,Verspreide huizen Sint Philipsland
BU07160710,Anna Jacobapolder
