BU_CODE,GM_CODE,InStudieGebied?,Aantal_woningen [Aansluiting],Aantal_utiliteit [Aansluiting],nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),,nrWEQ_totaal [WEQ],Vraag_perWEQ_Totaal [ giga J per WEQ*yr],Vraag_perWEQ_RV [ giga J per WEQ*yr],Vraag_perWEQ_TW [ giga J per WEQ*yr],Vraag_perWEQ_Vent [ giga J per WEQ*yr],Vraag_perWEQ_K [ giga J per WEQ*yr],Vraag_perWEQ_App [ giga J per WEQ*yr],,Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,Studiegebied variabelen,nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),nrWEQ_totaal [WEQ],Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,,,,
BU05990322,GM0599,1,3484,271,3484,468,,3952,45,25,7,0,1,12,,177844,98802,27665,0,3952,47425,,,,,,,,,,,,,,,,
BU05990323,GM0599,1,4199,132,4199,380,,4579,43,24,7,0,1,11,,196916,109906,32056,0,4579,50374,,,,,,,,,,,,,,,,
BU05990324,GM0599,1,8497,568,8497,1140,,9637,50,30,7,0,1,12,,481833,289100,67457,0,9637,115640,,,,,,,,,,,,,,,,
BU05990325,GM0599,1,5683,514,5683,1142,,6825,55,33,6,0,2,13,,375366,225220,40949,0,13650,88723,,,,,,,,,,,,,,,,
BU05990327,GM0599,1,3809,129,3809,323,,4132,43,24,7,0,1,11,,177665,99162,28922,0,4132,45449,,,,,,,,,,,,,,,,
BU05990328,GM0599,1,236,0,236,0,,236,42,24,8,0,0,10,,9912,5664,1888,0,0,2360,,,,,,,,,,,,,,,,
BU05990329,GM0599,1,2614,190,2614,1160,,3774,50,23,4,0,3,21,,188695,86800,15096,0,11322,79252,,,,,,,,,,,,,,,,
BU05990451,GM0599,1,3935,307,3935,447,,4382,44,24,7,0,1,12,,192804,105166,30673,0,4382,52583,,,,,,,,,,,,,,,,
BU05990452,GM0599,1,28,0,28,0,,28,69,50,9,0,0,10,,1932,1400,252,0,0,280,,,,,,,,,,,,,,,,
BU05990454,GM0599,1,140,4,140,32,,172,72,48,8,0,4,11,,12352,8235,1372,0,686,1887,,,,,,,,,,,,,,,,
BU05990455,GM0599,1,1026,75,1026,1022,,2048,72,32,5,0,7,29,,147431,65525,10238,0,14334,59382,,,,,,,,,,,,,,,,
BU05990456,GM0599,1,3265,312,3265,374,,3639,55,35,7,0,1,12,,200162,127376,25475,0,3639,43672,,,,,,,,,,,,,,,,
BU05990457,GM0599,1,198,1,198,1,,199,46,28,8,0,0,10,,9131,5558,1588,0,0,1985,,,,,,,,,,,,,,,,
BU05990515,GM0599,1,2110,184,2110,1624,,3734,75,44,4,0,5,21,,280030,164284,14935,0,18669,78408,,,,,,,,,,,,,,,,
BU05990516,GM0599,1,2557,141,2557,492,,3049,54,32,6,0,2,14,,164671,97583,18297,0,6099,42692,,,,,,,,,,,,,,,,
BU05990531,GM0599,1,4854,176,4854,283,,5137,46,27,7,0,1,11,,236311,138704,35960,0,5137,56509,,,,,,,,,,,,,,,,
BU05990532,GM0599,1,5598,266,5598,668,,6266,49,30,7,0,1,11,,307010,187965,43859,0,6266,68921,,,,,,,,,,,,,,,,
BU05990534,GM0599,1,3748,149,3748,436,,4184,48,29,7,0,1,11,,200845,121344,29290,0,4184,46027,,,,,,,,,,,,,,,,
BU05990535,GM0599,1,8529,677,8529,1255,,9784,50,29,6,0,1,14,,489213,283743,58706,0,9784,136980,,,,,,,,,,,,,,,,
BU05990558,GM0599,1,1,22,1,438,,439,104,42,2,0,17,43,,45702,18456,879,0,7470,18896,,,,,,,,,,,,,,,,
BU05990660,GM0599,1,8073,839,8073,1141,,9214,48,29,6,0,1,12,,442279,267210,55285,0,9214,110570,,,,,,,,,,,,,,,,
BU05990661,GM0599,1,3835,375,3835,1245,,5080,61,35,6,0,2,17,,309875,177797,30480,0,10160,86359,,,,,,,,,,,,,,,,
BU05990662,GM0599,1,4113,408,4113,756,,4869,50,29,6,0,1,14,,243455,141204,29215,0,4869,68168,,,,,,,,,,,,,,,,
BU05990664,GM0599,1,1299,35,1299,128,,1427,51,31,8,0,2,11,,72766,44230,11414,0,2854,15695,,,,,,,,,,,,,,,,
BU05990665,GM0599,1,3460,555,3460,458,,3918,57,37,7,0,1,12,,223325,144965,27426,0,3918,47016,,,,,,,,,,,,,,,,
BU05990814,GM0599,1,4571,247,4571,592,,5163,44,24,6,0,1,13,,227160,123905,30976,0,5163,67115,,,,,,,,,,,,,,,,
BU05990836,GM0599,1,1685,72,1685,432,,2117,56,31,6,0,2,17,,118524,65612,12699,0,4233,35981,,,,,,,,,,,,,,,,
BU05990837,GM0599,1,4071,111,4071,452,,4523,42,23,6,0,1,11,,189970,104031,27139,0,4523,49754,,,,,,,,,,,,,,,,
BU05990841,GM0599,1,8123,430,8123,1005,,9128,47,27,6,0,1,12,,429031,246465,54770,0,9128,109540,,,,,,,,,,,,,,,,
BU05990842,GM0599,1,3804,574,3804,2492,,6296,65,34,5,0,4,22,,409244,214066,31480,0,25184,138513,,,,,,,,,,,,,,,,
BU05990843,GM0599,1,22,54,22,289,,311,108,59,3,0,16,29,,33586,18348,933,0,4976,9018,,,,,,,,,,,,,,,,
BU05990845,GM0599,1,2653,50,2653,310,,2963,42,22,5,0,1,13,,124433,65179,14813,0,2963,38515,,,,,,,,,,,,,,,,
BU05990847,GM0599,1,3151,359,3151,933,,4084,57,31,5,0,3,18,,232792,126606,20420,0,12252,73513,,,,,,,,,,,,,,,,
BU05991017,GM0599,1,1862,277,1862,4111,,5973,76,27,2,0,9,38,,453963,161276,11946,0,53759,226982,,,,,,,,,,,,,,,,
BU05991079,GM0599,1,3689,174,3689,669,,4358,42,22,5,0,2,13,,183029,95872,21789,0,8716,56652,,,,,,,,,,,,,,,,
BU05991080,GM0599,1,7143,242,7143,2309,,9452,60,36,6,0,2,15,,567128,340277,56713,0,18904,141782,,,,,,,,,,,,,,,,
BU05991081,GM0599,1,6296,339,6296,567,,6863,45,25,7,0,1,12,,308831,171573,48040,0,6863,82355,,,,,,,,,,,,,,,,
BU05991082,GM0599,1,5131,394,5131,1124,,6255,50,27,6,0,2,15,,312736,168878,37528,0,12509,93821,,,,,,,,,,,,,,,,
BU05991085,GM0599,1,2836,94,2836,439,,3275,43,22,6,0,2,13,,140845,72060,19653,0,6551,42581,,,,,,,,,,,,,,,,
BU05991086,GM0599,1,3747,190,3747,492,,4239,43,23,6,0,2,12,,182270,97493,25433,0,8478,50866,,,,,,,,,,,,,,,,
BU05991087,GM0599,1,3262,72,3262,388,,3650,41,21,6,0,1,12,,149631,76640,21897,0,3650,43794,,,,,,,,,,,,,,,,
BU05991088,GM0599,1,1916,80,1916,189,,2105,47,27,7,0,1,12,,98940,56838,14736,0,2105,25261,,,,,,,,,,,,,,,,
BU05991283,GM0599,1,2585,163,2585,763,,3348,56,29,6,0,3,18,,187485,97091,20088,0,10044,60263,,,,,,,,,,,,,,,,
BU05991284,GM0599,1,6972,899,6972,784,,7756,46,26,7,0,1,12,,356792,201665,54294,0,7756,93076,,,,,,,,,,,,,,,,
BU05991289,GM0599,1,14211,1174,14211,3141,,17352,49,27,6,0,2,15,,850238,468498,104111,0,34704,260277,,,,,,,,,,,,,,,,
BU05991290,GM0599,1,4893,102,4893,320,,5213,43,24,7,0,1,11,,224176,125121,36494,0,5213,57347,,,,,,,,,,,,,,,,
BU05991391,GM0599,1,2226,171,2226,197,,2423,54,33,7,0,1,12,,130848,79963,16962,0,2423,29077,,,,,,,,,,,,,,,,
BU05991444,GM0599,1,3498,104,3498,380,,3878,51,30,7,0,1,13,,197796,116351,27148,0,3878,50419,,,,,,,,,,,,,,,,
BU05991446,GM0599,1,735,25,735,72,,807,55,33,7,0,1,13,,44379,26627,5648,0,807,10489,,,,,,,,,,,,,,,,
BU05991448,GM0599,1,5151,181,5151,518,,5669,41,23,6,0,1,11,,232422,130383,34013,0,5669,62357,,,,,,,,,,,,,,,,
BU05991449,GM0599,1,5904,669,5904,1132,,7036,49,28,5,0,1,14,,344788,197022,35182,0,7036,98511,,,,,,,,,,,,,,,,
BU05991463,GM0599,1,13181,680,13181,822,,14003,46,28,6,0,1,11,,644116,392071,84015,0,14003,154028,,,,,,,,,,,,,,,,
BU05991466,GM0599,1,7293,124,7293,460,,7753,43,25,7,0,1,11,,333398,193836,54274,0,7753,85288,,,,,,,,,,,,,,,,
BU05991467,GM0599,1,5586,434,5586,3764,,9350,60,24,4,0,4,28,,561024,224410,37402,0,37402,261811,,,,,,,,,,,,,,,,
BU05991468,GM0599,1,4509,75,4509,447,,4956,44,24,7,0,1,12,,218084,118955,34695,0,4956,59477,,,,,,,,,,,,,,,,
BU05991570,GM0599,1,129,33,129,410,,539,101,45,3,0,10,43,,54401,24238,1616,0,5386,23161,,,,,,,,,,,,,,,,
BU05991571,GM0599,1,5981,226,5981,583,,6564,46,26,7,0,1,11,,301953,170669,45949,0,6564,72206,,,,,,,,,,,,,,,,
BU05991572,GM0599,1,6176,269,6176,424,,6600,44,26,7,0,1,11,,290402,171601,46200,0,6600,72601,,,,,,,,,,,,,,,,
BU05991573,GM0599,1,6826,508,6826,796,,7622,44,24,6,0,1,13,,335378,182934,45733,0,7622,99089,,,,,,,,,,,,,,,,
BU05991574,GM0599,1,6861,275,6861,671,,7532,45,27,7,0,1,11,,338960,203376,52727,0,7532,82857,,,,,,,,,,,,,,,,
BU05991575,GM0599,1,360,2,360,1,,361,53,35,9,0,0,10,,19145,12643,3251,0,0,3612,,,,,,,,,,,,,,,,
BU05991576,GM0599,1,755,276,755,1396,,2151,75,23,3,0,7,42,,161297,49464,6452,0,15054,90326,,,,,,,,,,,,,,,,
BU05991577,GM0599,1,5607,275,5607,422,,6029,42,23,7,0,1,11,,253203,138659,42201,0,6029,66315,,,,,,,,,,,,,,,,
BU05991578,GM0599,1,531,67,531,1810,,2341,111,74,4,0,17,16,,259889,173260,9365,0,39803,37462,,,,,,,,,,,,,,,,
BU05991593,GM0599,1,721,39,721,82,,803,50,29,7,0,2,13,,40148,23286,5621,0,1606,10438,,,,,,,,,,,,,,,,
BU05991692,GM0599,1,5620,475,5620,904,,6524,50,27,6,0,2,14,,326194,176145,39143,0,13048,91334,,,,,,,,,,,,,,,,
BU05991699,GM0599,1,10474,702,10474,1515,,11989,48,27,6,0,1,13,,575491,323714,71936,0,11989,155862,,,,,,,,,,,,,,,,
BU05991701,GM0599,1,1878,108,1878,160,,2038,57,36,8,0,2,11,,116164,73367,16304,0,4076,22418,,,,,,,,,,,,,,,,
BU05991702,GM0599,1,3852,256,3852,394,,4246,52,31,7,0,1,13,,220786,131622,29721,0,4246,55197,,,,,,,,,,,,,,,,
BU05991703,GM0599,1,31,21,31,68,,99,86,34,3,0,7,41,,8508,3364,297,0,693,4056,,,,,,,,,,,,,,,,
BU05991853,GM0599,1,30,168,30,702,,732,148,79,1,0,11,57,,108379,57851,732,0,8055,41741,,,,,,,,,,,,,,,,
BU05991926,GM0599,1,867,47,867,997,,1864,63,27,3,0,5,28,,117429,50327,5592,0,9320,52190,,,,,,,,,,,,,,,,
BU05992194,GM0599,1,14,70,14,838,,852,107,50,1,0,10,46,,91195,42615,852,0,8523,39205,,,,,,,,,,,,,,,,
BU05992196,GM0599,1,8,62,8,565,,573,70,32,1,0,6,31,,40109,18336,573,0,3438,17763,,,,,,,,,,,,,,,,
BU05992198,GM0599,1,14,89,14,1219,,1233,103,40,1,0,10,52,,126997,49319,1233,0,12330,64115,,,,,,,,,,,,,,,,
BU05992295,GM0599,1,0,15,0,87,,87,121,59,1,0,10,51,,10516,5128,87,0,869,4432,,,,,,,,,,,,,,,,
BU05992306,GM0599,1,3,51,3,561,,564,109,48,1,0,11,49,,61442,27057,564,0,6201,27621,,,,,,,,,,,,,,,,
BU05992307,GM0599,1,2,28,2,250,,252,116,46,1,0,12,57,,29271,11608,252,0,3028,14383,,,,,,,,,,,,,,,,
BU05992308,GM0599,1,0,34,0,652,,652,100,29,1,0,14,56,,65248,18922,652,0,9135,36539,,,,,,,,,,,,,,,,
BU05992459,GM0599,1,1,101,1,515,,516,113,44,1,0,13,56,,58278,22692,516,0,6705,28881,,,,,,,,,,,,,,,,
BU05992540,GM0599,1,0,40,0,638,,638,101,29,0,0,12,59,,64437,18502,0,0,7656,37642,,,,,,,,,,,,,,,,
BU05992650,GM0599,1,0,0,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0,,,,,,,,,,,,,,,,
BU05992704,GM0599,1,5825,896,5825,643,,6468,51,30,7,0,1,13,,329854,194032,45274,0,6468,84081,,,,,,,,,,,,,,,,
BU05992705,GM0599,1,0,3,0,3,,3,102,55,4,0,26,17,,287,155,11,0,73,48,,,,,,,,,,,,,,,,
BU06030111,GM0603,1,1033,58,1033,83,,1116,52,34,7,0,0,11,,58027,37941,7811,0,0,12275,,,,,,,,,,,,,,,,
BU06030112,GM0603,1,1020,92,1020,144,,1164,67,44,7,0,1,14,,77960,51198,8145,0,1164,16290,,,,,,,,,,,,,,,,
BU06030221,GM0603,1,1355,272,1355,378,,1733,64,38,6,0,2,18,,110889,65841,10396,0,3465,31188,,,,,,,,,,,,,,,,
BU06030222,GM0603,1,1532,122,1532,94,,1626,48,29,7,0,1,11,,78027,47141,11379,0,1626,17881,,,,,,,,,,,,,,,,
BU06030223,GM0603,1,323,24,323,379,,702,64,22,4,0,6,32,,44956,15454,2810,0,4215,22478,,,,,,,,,,,,,,,,
BU06030224,GM0603,1,2205,248,2205,424,,2629,49,28,6,0,2,12,,128812,73607,15773,0,5258,31546,,,,,,,,,,,,,,,,
BU06030225,GM0603,1,269,10,269,21,,290,44,26,6,0,1,10,,12738,7527,1737,0,290,2895,,,,,,,,,,,,,,,,
BU06030391,GM0603,1,47,112,47,2067,,2114,106,37,1,0,12,56,,224038,78202,2114,0,25363,118359,,,,,,,,,,,,,,,,
BU06030392,GM0603,1,99,88,99,479,,578,82,31,2,0,8,41,,47407,17922,1156,0,4625,23703,,,,,,,,,,,,,,,,
BU06030431,GM0603,1,30,21,30,435,,465,75,44,3,0,5,24,,34886,20466,1395,0,2326,11164,,,,,,,,,,,,,,,,
BU06030432,GM0603,1,624,202,624,273,,897,62,30,5,0,4,22,,55604,26905,4484,0,3587,19730,,,,,,,,,,,,,,,,
BU06030434,GM0603,1,2077,149,2077,514,,2591,55,32,6,0,3,15,,142519,82920,15548,0,7774,38869,,,,,,,,,,,,,,,,
BU06030581,GM0603,1,524,350,524,6771,,7295,111,44,1,0,12,54,,809713,320967,7295,0,87537,393915,,,,,,,,,,,,,,,,
BU06030633,GM0603,1,690,136,690,1049,,1739,71,24,3,0,7,37,,123465,41735,5217,0,12173,64341,,,,,,,,,,,,,,,,
BU06030641,GM0603,1,2,5,2,8,,10,99,58,5,0,20,16,,944,553,48,0,191,153,,,,,,,,,,,,,,,,
BU06030642,GM0603,1,1556,42,1556,339,,1895,48,28,5,0,1,14,,90962,53061,9475,0,1895,26531,,,,,,,,,,,,,,,,
BU06030643,GM0603,1,1119,298,1119,2282,,3401,79,25,3,0,7,45,,268706,85034,10204,0,23809,153061,,,,,,,,,,,,,,,,
BU06030771,GM0603,1,2197,329,2197,373,,2570,48,27,5,0,1,15,,123361,69390,12850,0,2570,38550,,,,,,,,,,,,,,,,
BU06030772,GM0603,1,0,3,0,2,,2,85,23,2,0,17,44,,182,49,4,0,36,94,,,,,,,,,,,,,,,,
BU06030851,GM0603,1,351,14,351,229,,580,63,37,5,0,5,16,,36525,21451,2899,0,2899,9276,,,,,,,,,,,,,,,,
BU06030852,GM0603,1,1499,29,1499,382,,1881,57,33,7,0,2,16,,107221,62075,13167,0,3762,30097,,,,,,,,,,,,,,,,
BU06030853,GM0603,1,424,48,424,9,,433,51,35,6,0,0,10,,22063,15142,2596,0,0,4326,,,,,,,,,,,,,,,,
BU06030854,GM0603,1,1747,205,1747,734,,2481,66,35,5,0,4,23,,163754,86839,12406,0,9924,57066,,,,,,,,,,,,,,,,
BU06030961,GM0603,1,3380,629,3380,753,,4133,51,27,5,0,2,17,,210800,111600,20667,0,8267,70267,,,,,,,,,,,,,,,,
BU06030962,GM0603,1,169,12,169,12,,181,49,28,7,0,1,12,,8860,5063,1266,0,181,2170,,,,,,,,,,,,,,,,
BU06030963,GM0603,1,374,16,374,61,,435,52,31,7,0,2,12,,22641,13497,3048,0,871,5225,,,,,,,,,,,,,,,,
BU06031064,GM0603,1,1062,17,1062,85,,1147,41,21,7,0,1,12,,47023,24085,8028,0,1147,13763,,,,,,,,,,,,,,,,
BU06031082,GM0603,1,5,10,5,134,,139,98,30,1,0,13,54,,13630,4172,139,0,1808,7510,,,,,,,,,,,,,,,,
BU06031083,GM0603,1,221,54,221,19,,240,54,34,7,0,2,11,,12985,8176,1683,0,481,2645,,,,,,,,,,,,,,,,
BU06031084,GM0603,1,232,122,232,55,,287,53,25,6,0,1,21,,15197,7168,1720,0,287,6021,,,,,,,,,,,,,,,,
BU06031193,GM0603,1,6,19,6,77,,83,122,54,2,0,8,58,,10109,4475,166,0,663,4806,,,,,,,,,,,,,,,,
BU06031194,GM0603,1,644,49,644,304,,948,65,32,5,0,3,24,,61643,30347,4742,0,2845,22760,,,,,,,,,,,,,,,,
BU06060000,GM0606,1,1192,349,1192,629,,1821,69,34,5,0,4,25,,125652,61916,9105,0,7284,45526,,,,,,,,,,,,,,,,
BU06060101,GM0606,1,35,3,35,25,,60,64,27,5,0,6,26,,3818,1611,298,0,358,1551,,,,,,,,,,,,,,,,
BU06060102,GM0606,1,641,61,641,410,,1051,74,41,5,0,6,22,,77779,43094,5255,0,6306,23124,,,,,,,,,,,,,,,,
BU06060103,GM0606,1,1101,28,1101,30,,1131,45,27,7,0,0,9,,50873,30524,7914,0,0,10175,,,,,,,,,,,,,,,,
BU06060104,GM0606,1,447,38,447,191,,638,52,21,5,0,4,23,,33184,13401,3191,0,2553,14677,,,,,,,,,,,,,,,,
BU06060105,GM0606,1,392,65,392,266,,658,64,29,5,0,4,26,,42114,19083,3290,0,2632,17109,,,,,,,,,,,,,,,,
BU06060106,GM0606,1,787,48,787,35,,822,45,28,7,0,1,9,,36983,23011,5753,0,822,7397,,,,,,,,,,,,,,,,
BU06060107,GM0606,1,1906,116,1906,143,,2049,47,28,7,0,1,11,,96295,57367,14342,0,2049,22537,,,,,,,,,,,,,,,,
BU06060201,GM0606,1,636,80,636,182,,818,57,30,6,0,3,18,,46608,24531,4906,0,2453,14718,,,,,,,,,,,,,,,,
BU06060202,GM0606,1,470,50,470,146,,616,63,38,6,0,4,15,,38798,23402,3695,0,2463,9238,,,,,,,,,,,,,,,,
BU06060203,GM0606,1,426,75,426,133,,559,69,41,6,0,3,19,,38560,22913,3353,0,1677,10618,,,,,,,,,,,,,,,,
BU06060301,GM0606,1,889,46,889,55,,944,51,33,7,0,1,10,,48138,31148,6607,0,944,9439,,,,,,,,,,,,,,,,
BU06060302,GM0606,1,1094,44,1094,82,,1176,52,34,7,0,1,11,,61150,39983,8232,0,1176,12936,,,,,,,,,,,,,,,,
BU06060303,GM0606,1,718,38,718,50,,768,44,25,7,0,1,11,,33783,19195,5375,0,768,8446,,,,,,,,,,,,,,,,
BU06060304,GM0606,1,1074,56,1074,90,,1164,47,28,7,0,1,11,,54704,32590,8147,0,1164,12803,,,,,,,,,,,,,,,,
BU06060305,GM0606,1,305,15,305,26,,331,55,35,7,0,1,11,,18223,11596,2319,0,331,3645,,,,,,,,,,,,,,,,
BU06060306,GM0606,1,621,41,621,86,,707,54,34,7,0,1,13,,38166,24030,4947,0,707,9188,,,,,,,,,,,,,,,,
BU06060307,GM0606,1,500,48,500,136,,636,63,39,6,0,2,17,,40073,24807,3817,0,1272,10813,,,,,,,,,,,,,,,,
BU06060308,GM0606,1,410,24,410,66,,476,60,40,7,0,2,11,,28542,19028,3330,0,951,5233,,,,,,,,,,,,,,,,
BU06060309,GM0606,1,437,39,437,12,,449,40,23,7,0,0,10,,17973,10335,3145,0,0,4493,,,,,,,,,,,,,,,,
BU06060401,GM0606,1,886,95,886,93,,979,47,27,7,0,1,12,,46016,26435,6853,0,979,11749,,,,,,,,,,,,,,,,
BU06060402,GM0606,1,825,42,825,42,,867,46,27,7,0,0,12,,39879,23407,6069,0,0,10403,,,,,,,,,,,,,,,,
BU06060403,GM0606,1,1007,21,1007,38,,1045,43,25,7,0,0,10,,44921,26117,7313,0,0,10447,,,,,,,,,,,,,,,,
BU06060404,GM0606,1,425,120,425,86,,511,55,33,6,0,4,12,,28112,16867,3067,0,2044,6133,,,,,,,,,,,,,,,,
BU06060405,GM0606,1,10,117,10,990,,1000,106,40,1,0,11,55,,105970,39989,1000,0,10997,54984,,,,,,,,,,,,,,,,
BU06060500,GM0606,1,7,76,7,368,,375,94,46,1,0,8,38,,35251,17250,375,0,3000,14250,,,,,,,,,,,,,,,,
BU06060602,GM0606,1,447,35,447,157,,604,46,28,5,0,1,12,,27802,16923,3022,0,604,7253,,,,,,,,,,,,,,,,
BU06060603,GM0606,1,693,51,693,62,,755,39,22,7,0,0,10,,29442,16608,5284,0,0,7549,,,,,,,,,,,,,,,,
BU06060604,GM0606,1,381,7,381,25,,406,42,24,6,0,1,12,,17055,9746,2436,0,406,4873,,,,,,,,,,,,,,,,
BU06060605,GM0606,1,494,37,494,174,,668,61,32,4,0,3,22,,40771,21388,2674,0,2005,14704,,,,,,,,,,,,,,,,
BU06060606,GM0606,1,976,80,976,117,,1093,48,27,7,0,1,14,,52461,29509,7651,0,1093,15301,,,,,,,,,,,,,,,,
BU06060607,GM0606,1,2033,117,2033,296,,2329,44,25,6,0,1,12,,102479,58227,13974,0,2329,27949,,,,,,,,,,,,,,,,
BU06060608,GM0606,1,1815,141,1815,265,,2080,41,23,6,0,1,11,,85299,47851,12483,0,2080,22885,,,,,,,,,,,,,,,,
BU06060701,GM0606,1,361,68,361,927,,1288,76,35,4,0,7,30,,97886,45079,5152,0,9016,38639,,,,,,,,,,,,,,,,
BU06060702,GM0606,1,422,50,422,143,,565,50,24,6,0,2,18,,28273,13571,3393,0,1131,10178,,,,,,,,,,,,,,,,
BU06060703,GM0606,1,2632,263,2632,121,,2753,40,25,5,0,1,10,,110135,68834,13767,0,2753,27534,,,,,,,,,,,,,,,,
BU06060704,GM0606,1,1774,57,1774,42,,1816,41,26,5,0,0,9,,74470,47225,9082,0,0,16347,,,,,,,,,,,,,,,,
BU06060705,GM0606,1,299,100,299,207,,506,67,30,5,0,4,29,,33904,15181,2530,0,2024,14675,,,,,,,,,,,,,,,,
BU06060706,GM0606,1,685,26,685,66,,751,56,35,7,0,1,12,,42050,26281,5256,0,751,9011,,,,,,,,,,,,,,,,
BU06060707,GM0606,1,444,28,444,113,,557,60,36,7,0,5,13,,33397,20038,3896,0,2783,7236,,,,,,,,,,,,,,,,
BU06060801,GM0606,1,23,45,23,231,,254,120,49,1,0,5,64,,30521,12463,254,0,1272,16278,,,,,,,,,,,,,,,,
BU06060802,GM0606,1,11,126,11,985,,996,103,34,1,0,8,60,,102637,33880,996,0,7972,59789,,,,,,,,,,,,,,,,
BU06060803,GM0606,1,94,8,94,40,,134,75,39,6,0,2,28,,10058,5230,805,0,268,3755,,,,,,,,,,,,,,,,
BU06060901,GM0606,1,941,8,941,10,,951,44,28,7,0,0,9,,41836,26623,6656,0,0,8557,,,,,,,,,,,,,,,,
BU06060902,GM0606,1,758,12,758,145,,903,49,25,7,0,2,15,,44245,22574,6321,0,1806,13545,,,,,,,,,,,,,,,,
BU06060903,GM0606,1,975,39,975,7,,982,41,24,7,0,0,10,,40269,23572,6875,0,0,9822,,,,,,,,,,,,,,,,
BU06060904,GM0606,1,643,37,643,27,,670,44,25,7,0,0,12,,29495,16758,4692,0,0,8044,,,,,,,,,,,,,,,,
BU06060905,GM0606,1,508,19,508,46,,554,46,26,7,0,1,13,,25499,14412,3880,0,554,7206,,,,,,,,,,,,,,,,
BU06060906,GM0606,1,470,7,470,45,,515,46,28,7,0,1,10,,23690,14420,3605,0,515,5150,,,,,,,,,,,,,,,,
BU06060907,GM0606,1,1266,11,1266,4,,1270,43,26,8,0,0,10,,54626,33029,10163,0,0,12704,,,,,,,,,,,,,,,,
BU06060908,GM0606,1,737,19,737,95,,832,45,22,6,0,1,15,,37425,18297,4990,0,832,12475,,,,,,,,,,,,,,,,
BU06060909,GM0606,1,140,11,140,33,,173,68,43,7,0,4,14,,11777,7447,1212,0,693,2425,,,,,,,,,,,,,,,,
BU06100101,GM0610,1,557,18,557,54,,611,40,21,7,0,1,11,,24441,12832,4277,0,611,6721,,,,,,,,,,,,,,,,
BU06100102,GM0610,1,19,19,19,143,,162,90,28,1,0,8,52,,14620,4548,162,0,1300,8447,,,,,,,,,,,,,,,,
BU06100103,GM0610,1,701,117,701,11,,712,47,29,8,0,0,10,,33442,20634,5692,0,0,7115,,,,,,,,,,,,,,,,
BU06100104,GM0610,1,92,29,92,180,,272,101,65,6,0,4,25,,27452,17667,1631,0,1087,6795,,,,,,,,,,,,,,,,
BU06100105,GM0610,1,150,3,150,11,,161,67,44,8,0,1,13,,10811,7100,1291,0,161,2098,,,,,,,,,,,,,,,,
BU06100106,GM0610,1,273,89,273,33,,306,58,38,7,0,1,13,,17764,11639,2144,0,306,3982,,,,,,,,,,,,,,,,
BU06100107,GM0610,1,313,7,313,53,,366,44,24,6,0,0,13,,16091,8777,2194,0,0,4754,,,,,,,,,,,,,,,,
BU06100108,GM0610,1,156,16,156,65,,221,67,41,6,0,3,17,,14821,9070,1327,0,664,3761,,,,,,,,,,,,,,,,
BU06100109,GM0610,1,0,2,0,23,,23,99,28,1,0,13,57,,2278,644,23,0,299,1311,,,,,,,,,,,,,,,,
BU06100201,GM0610,1,491,48,491,44,,535,50,30,6,0,1,12,,26750,16050,3210,0,535,6420,,,,,,,,,,,,,,,,
BU06100202,GM0610,1,468,16,468,51,,519,41,24,5,0,1,11,,21286,12460,2596,0,519,5711,,,,,,,,,,,,,,,,
BU06100203,GM0610,1,166,22,166,248,,414,77,45,6,0,3,22,,31901,18644,2486,0,1243,9115,,,,,,,,,,,,,,,,
BU06100204,GM0610,1,554,11,554,24,,578,47,28,7,0,1,11,,27188,16197,4049,0,578,6363,,,,,,,,,,,,,,,,
BU06100205,GM0610,1,4,15,4,87,,91,124,58,1,0,11,54,,11260,5267,91,0,999,4904,,,,,,,,,,,,,,,,
BU06100206,GM0610,1,115,22,115,69,,184,85,48,6,0,5,25,,15657,8842,1105,0,921,4605,,,,,,,,,,,,,,,,
BU06100207,GM0610,1,354,16,354,38,,392,47,28,7,0,1,11,,18425,10976,2744,0,392,4312,,,,,,,,,,,,,,,,
BU06100208,GM0610,1,930,69,930,105,,1035,50,29,7,0,1,13,,51734,30006,7243,0,1035,13451,,,,,,,,,,,,,,,,
BU06100209,GM0610,1,603,18,603,33,,636,47,29,7,0,0,11,,29909,18454,4455,0,0,7000,,,,,,,,,,,,,,,,
BU06100210,GM0610,1,127,109,127,218,,345,92,39,4,0,5,44,,31727,13450,1379,0,1724,15174,,,,,,,,,,,,,,,,
BU06100211,GM0610,1,759,73,759,84,,843,68,45,9,0,1,13,,57302,37920,7584,0,843,10955,,,,,,,,,,,,,,,,
BU06100301,GM0610,1,861,40,861,62,,923,45,29,5,0,0,11,,41517,26755,4613,0,0,10149,,,,,,,,,,,,,,,,
