BU_CODE,GM_CODE,InStudieGebied?,Aantal_woningen [Aansluiting],Aantal_utiliteit [Aansluiting],nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),,nrWEQ_totaal [WEQ],Vraag_perWEQ_Totaal [ giga J per WEQ*yr],Vraag_perWEQ_RV [ giga J per WEQ*yr],Vraag_perWEQ_TW [ giga J per WEQ*yr],Vraag_perWEQ_Vent [ giga J per WEQ*yr],Vraag_perWEQ_K [ giga J per WEQ*yr],Vraag_perWEQ_App [ giga J per WEQ*yr],,Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,Studiegebied variabelen,nrWEQ_woningen [WEQ],nrWEQ_utiliteit [WEQ),nrWEQ_totaal [WEQ],Vraag_Totaal [ giga J per yr],Vraag_RV [ giga J per yr],Vraag_TW [ giga J per yr],Vraag_Vent [ giga J per yr],Vraag_K [ giga J per yr],Vraag_App [ giga J per yr],,,,,
BU05460403,GM0546,0,770,69,770,136,,906,62,42,7,0,1,12,,56162,38046,6341,0,906,10870,,,,,,,,,,,,,,,,
BU05460404,GM0546,0,1340,76,1340,53,,1393,52,34,7,0,1,11,,72457,47376,9754,0,1393,15327,,,,,,,,,,,,,,,,
BU05460405,GM0546,0,1730,147,1730,114,,1844,51,31,7,0,1,12,,94030,57155,12906,0,1844,22125,,,,,,,,,,,,,,,,
BU05460406,GM0546,0,2297,179,2297,831,,3128,46,20,5,0,2,19,,143902,62566,15642,0,6257,59438,,,,,,,,,,,,,,,,
BU05460407,GM0546,0,4,6,4,12,,16,82,33,4,0,13,32,,1323,532,65,0,210,516,,,,,,,,,,,,,,,,
BU05460408,GM0546,0,1116,48,1116,511,,1627,52,27,5,0,2,17,,84624,43940,8137,0,3255,27666,,,,,,,,,,,,,,,,
BU05460409,GM0546,0,464,1,464,0,,464,49,32,8,0,0,9,,22742,14852,3713,0,0,4177,,,,,,,,,,,,,,,,
BU05460500,GM0546,0,864,47,864,331,,1195,50,30,6,0,1,14,,59762,35857,7171,0,1195,16733,,,,,,,,,,,,,,,,
BU05460501,GM0546,0,850,32,850,109,,959,45,25,7,0,1,12,,43149,23972,6712,0,959,11507,,,,,,,,,,,,,,,,
BU05460502,GM0546,0,1265,291,1265,768,,2033,70,37,5,0,4,24,,142328,75231,10166,0,8133,48798,,,,,,,,,,,,,,,,
BU05460503,GM0546,0,2032,301,2032,204,,2236,42,25,6,0,1,11,,93896,55890,13414,0,2236,24592,,,,,,,,,,,,,,,,
BU05460504,GM0546,0,1746,203,1746,246,,1992,45,26,6,0,1,11,,89630,51786,11951,0,1992,21909,,,,,,,,,,,,,,,,
BU05460505,GM0546,0,134,85,134,39,,173,70,46,7,0,4,13,,12098,7950,1210,0,691,2247,,,,,,,,,,,,,,,,
BU05460506,GM0546,0,1814,82,1814,277,,2091,46,26,6,0,1,13,,96197,54372,12547,0,2091,27186,,,,,,,,,,,,,,,,
BU05460507,GM0546,0,1171,334,1171,244,,1415,46,26,5,0,1,13,,65097,36794,7076,0,1415,18397,,,,,,,,,,,,,,,,
BU05460600,GM0546,0,918,39,918,195,,1113,57,32,6,0,2,18,,63438,35614,6678,0,2226,20033,,,,,,,,,,,,,,,,
BU05460601,GM0546,0,2356,127,2356,866,,3222,53,28,5,0,2,18,,170763,90214,16110,0,6444,57995,,,,,,,,,,,,,,,,
BU05460602,GM0546,0,2480,369,2480,982,,3462,54,25,5,0,3,20,,186931,86542,17308,0,10385,69234,,,,,,,,,,,,,,,,
BU05460700,GM0546,0,1160,132,1160,3712,,4872,57,25,3,0,5,25,,277693,121795,14615,0,24359,121795,,,,,,,,,,,,,,,,
BU05460701,GM0546,0,627,124,627,663,,1290,74,48,4,0,2,20,,95473,61928,5161,0,2580,25803,,,,,,,,,,,,,,,,
BU05460702,GM0546,0,352,93,352,382,,734,76,35,4,0,5,32,,55800,25698,2937,0,3671,23495,,,,,,,,,,,,,,,,
BU05460703,GM0546,0,391,24,391,162,,553,63,41,6,0,1,15,,34817,22658,3316,0,553,8290,,,,,,,,,,,,,,,,
BU05460704,GM0546,0,30,87,30,2406,,2436,87,37,1,0,7,41,,211901,90119,2436,0,17050,99861,,,,,,,,,,,,,,,,
BU05460800,GM0546,0,1777,106,1777,130,,1907,44,28,5,0,1,10,,83911,53398,9535,0,1907,19071,,,,,,,,,,,,,,,,
BU05460801,GM0546,0,974,8,974,134,,1108,57,32,7,0,1,16,,63166,35462,7757,0,1108,17731,,,,,,,,,,,,,,,,
BU05460802,GM0546,0,1063,143,1063,58,,1121,50,31,8,0,0,11,,56030,34738,8965,0,0,12327,,,,,,,,,,,,,,,,
BU05460803,GM0546,0,790,110,790,145,,935,44,22,5,0,1,16,,41156,20578,4677,0,935,14966,,,,,,,,,,,,,,,,
BU05460804,GM0546,0,355,1,355,0,,355,48,30,8,0,0,10,,17041,10651,2840,0,0,3550,,,,,,,,,,,,,,,,
BU05460805,GM0546,0,1137,20,1137,73,,1210,48,30,7,0,0,11,,58086,36304,8471,0,0,13311,,,,,,,,,,,,,,,,
BU05460900,GM0546,0,820,31,820,137,,957,50,29,7,0,2,12,,47857,27757,6700,0,1914,11486,,,,,,,,,,,,,,,,
BU05460901,GM0546,0,1188,38,1188,20,,1208,45,26,8,0,0,10,,54371,31415,9666,0,0,12083,,,,,,,,,,,,,,,,
BU05460902,GM0546,0,746,66,746,89,,835,44,22,6,0,1,14,,36731,18365,5009,0,835,11687,,,,,,,,,,,,,,,,
BU05460903,GM0546,0,1897,29,1897,35,,1932,43,26,7,0,0,10,,83062,50224,13522,0,0,19317,,,,,,,,,,,,,,,,
BU05470000,GM0547,0,730,105,730,352,,1082,77,48,6,0,3,20,,83351,51959,6495,0,3247,21650,,,,,,,,,,,,,,,,
BU05470001,GM0547,0,1598,341,1598,229,,1827,55,33,6,0,2,14,,100462,60277,10959,0,3653,25572,,,,,,,,,,,,,,,,
BU05470002,GM0547,0,488,48,488,21,,509,48,30,7,0,1,11,,24429,15268,3563,0,509,5598,,,,,,,,,,,,,,,,
BU05470003,GM0547,0,1026,306,1026,124,,1150,48,29,6,0,1,12,,55194,33346,6899,0,1150,13799,,,,,,,,,,,,,,,,
BU05470004,GM0547,0,136,248,136,1138,,1274,94,38,1,0,6,48,,119791,48426,1274,0,7646,61170,,,,,,,,,,,,,,,,
BU05470005,GM0547,0,762,98,762,35,,797,38,22,5,0,1,10,,30285,17533,3985,0,797,7970,,,,,,,,,,,,,,,,
BU05470006,GM0547,0,285,95,285,217,,502,65,24,5,0,4,33,,32609,12040,2508,0,2007,16556,,,,,,,,,,,,,,,,
BU05470007,GM0547,0,643,121,643,23,,666,50,32,8,0,0,11,,33317,21323,5331,0,0,7330,,,,,,,,,,,,,,,,
BU05470008,GM0547,0,1393,52,1393,50,,1443,43,25,7,0,0,10,,62041,36071,10100,0,0,14428,,,,,,,,,,,,,,,,
BU05470009,GM0547,0,143,80,143,1145,,1288,105,53,3,0,7,42,,135247,68267,3864,0,9016,54099,,,,,,,,,,,,,,,,
BU05470100,GM0547,0,692,56,692,35,,727,55,36,7,0,1,11,,40009,26188,5092,0,727,8002,,,,,,,,,,,,,,,,
BU05470101,GM0547,0,408,17,408,7,,415,48,30,8,0,0,11,,19941,12463,3323,0,0,4570,,,,,,,,,,,,,,,,
BU05470109,GM0547,0,456,72,456,277,,733,71,38,6,0,6,22,,52042,27853,4398,0,4398,16126,,,,,,,,,,,,,,,,
BU05470200,GM0547,0,1023,33,1023,92,,1115,41,22,7,0,1,11,,45735,24541,7808,0,1115,12270,,,,,,,,,,,,,,,,
BU05470201,GM0547,0,1335,46,1335,40,,1375,46,29,7,0,0,10,,63255,39878,9626,0,0,13751,,,,,,,,,,,,,,,,
BU05470202,GM0547,0,996,8,996,18,,1014,42,24,7,0,0,10,,42571,24326,7095,0,0,10136,,,,,,,,,,,,,,,,
BU05530101,GM0553,0,33,158,33,699,,732,60,28,1,0,6,25,,43908,20490,732,0,4391,18295,,,,,,,,,,,,,,,,
BU05530102,GM0553,0,652,17,652,43,,695,46,26,7,0,1,12,,31970,18070,4865,0,695,8340,,,,,,,,,,,,,,,,
BU05530103,GM0553,0,708,9,708,23,,731,49,30,8,0,0,11,,35801,21919,5845,0,0,8037,,,,,,,,,,,,,,,,
BU05530104,GM0553,0,925,29,925,114,,1039,50,30,7,0,1,12,,51972,31183,7276,0,1039,12473,,,,,,,,,,,,,,,,
BU05530105,GM0553,0,659,152,659,209,,868,54,28,6,0,2,18,,46884,24310,5209,0,1736,15628,,,,,,,,,,,,,,,,
BU05530201,GM0553,0,824,87,824,89,,913,51,31,7,0,1,12,,46546,28293,6389,0,913,10952,,,,,,,,,,,,,,,,
BU05530202,GM0553,0,761,157,761,297,,1058,61,28,6,0,2,25,,64545,29627,6349,0,2116,26453,,,,,,,,,,,,,,,,
BU05530203,GM0553,0,763,194,763,534,,1297,67,33,5,0,4,25,,86876,42790,6483,0,5187,32417,,,,,,,,,,,,,,,,
BU05530204,GM0553,0,268,27,268,25,,293,68,48,8,0,2,11,,19899,14047,2341,0,585,3219,,,,,,,,,,,,,,,,
BU05530205,GM0553,0,727,57,727,89,,816,54,31,7,0,1,15,,44071,25300,5713,0,816,12242,,,,,,,,,,,,,,,,
BU05530301,GM0553,0,35,152,35,727,,762,86,49,1,0,6,31,,65492,37315,762,0,4569,23607,,,,,,,,,,,,,,,,
BU05530302,GM0553,0,818,203,818,29,,847,48,29,7,0,0,11,,40679,24577,5932,0,0,9322,,,,,,,,,,,,,,,,
BU05530303,GM0553,0,580,122,580,132,,712,57,34,7,0,1,15,,40606,24221,4987,0,712,10686,,,,,,,,,,,,,,,,
BU05530304,GM0553,0,823,70,823,52,,875,48,31,6,0,0,11,,42012,27133,5252,0,0,9628,,,,,,,,,,,,,,,,
BU05530305,GM0553,0,25,0,25,0,,25,64,46,9,0,0,10,,1600,1150,225,0,0,250,,,,,,,,,,,,,,,,
BU05530306,GM0553,0,525,6,525,17,,542,51,32,8,0,0,10,,27666,17359,4340,0,0,5425,,,,,,,,,,,,,,,,
BU05530307,GM0553,0,449,5,449,12,,461,43,25,7,0,0,10,,19824,11526,3227,0,0,4610,,,,,,,,,,,,,,,,
BU05530401,GM0553,0,34,3,34,6,,40,73,48,8,0,2,15,,2899,1906,318,0,79,596,,,,,,,,,,,,,,,,
BU05530402,GM0553,0,329,11,329,143,,472,47,25,6,0,1,15,,22180,11798,2831,0,472,7079,,,,,,,,,,,,,,,,
BU05530403,GM0553,0,75,7,75,45,,120,68,46,6,0,3,13,,8179,5533,722,0,361,1564,,,,,,,,,,,,,,,,
BU05530404,GM0553,0,116,16,116,6,,122,62,42,8,0,1,11,,7547,5112,974,0,122,1339,,,,,,,,,,,,,,,,
BU05530405,GM0553,0,198,76,198,654,,852,90,50,3,0,9,28,,76681,42601,2556,0,7668,23856,,,,,,,,,,,,,,,,
BU05560101,GM0556,1,1085,132,1085,133,,1218,52,32,7,0,1,13,,63339,38978,8526,0,1218,15835,,,,,,,,,,,,,,,,
BU05560201,GM0556,1,1200,156,1200,193,,1393,55,32,7,0,2,15,,76600,44567,9749,0,2785,20891,,,,,,,,,,,,,,,,
BU05560202,GM0556,1,487,11,487,53,,540,44,26,5,0,2,11,,23751,14035,2699,0,1080,5938,,,,,,,,,,,,,,,,
BU05560203,GM0556,1,877,140,877,92,,969,49,32,6,0,0,11,,47502,31022,5817,0,0,10664,,,,,,,,,,,,,,,,
BU05560301,GM0556,1,1640,299,1640,170,,1810,47,27,7,0,1,12,,85082,48877,12672,0,1810,21723,,,,,,,,,,,,,,,,
BU05560302,GM0556,1,840,115,840,95,,935,45,26,7,0,1,11,,42092,24320,6548,0,935,10289,,,,,,,,,,,,,,,,
BU05560303,GM0556,1,648,85,648,80,,728,51,28,7,0,1,15,,37147,20395,5099,0,728,10926,,,,,,,,,,,,,,,,
BU05560401,GM0556,1,558,101,558,404,,962,65,31,5,0,3,26,,62557,29835,4812,0,2887,25023,,,,,,,,,,,,,,,,
BU05560402,GM0556,1,1049,18,1049,35,,1084,37,22,5,0,0,9,,40119,23854,5421,0,0,9759,,,,,,,,,,,,,,,,
BU05560403,GM0556,1,935,194,935,361,,1296,52,22,5,0,3,22,,67410,28519,6482,0,3889,28519,,,,,,,,,,,,,,,,
BU05560404,GM0556,1,597,4,597,16,,613,36,20,7,0,0,10,,22075,12264,4292,0,0,6132,,,,,,,,,,,,,,,,
BU05560405,GM0556,1,27,38,27,220,,247,84,30,1,0,7,46,,20787,7424,247,0,1732,11384,,,,,,,,,,,,,,,,
BU05560501,GM0556,1,1733,372,1733,150,,1883,51,32,6,0,1,12,,96040,60260,11299,0,1883,22598,,,,,,,,,,,,,,,,
BU05560502,GM0556,1,1190,27,1190,90,,1280,39,22,6,0,1,10,,49904,28151,7678,0,1280,12796,,,,,,,,,,,,,,,,
BU05560601,GM0556,1,844,34,844,170,,1014,51,28,7,0,1,15,,51690,28379,7095,0,1014,15203,,,,,,,,,,,,,,,,
BU05560602,GM0556,1,1170,67,1170,68,,1238,47,28,7,0,1,10,,58187,34664,8666,0,1238,12380,,,,,,,,,,,,,,,,
BU05560701,GM0556,1,49,9,49,38,,87,102,64,6,0,5,28,,8832,5541,520,0,433,2424,,,,,,,,,,,,,,,,
BU05560702,GM0556,1,4,10,4,18,,22,101,54,4,0,18,25,,2178,1164,86,0,388,539,,,,,,,,,,,,,,,,
BU05560801,GM0556,1,149,8,149,287,,436,45,23,3,0,2,16,,19629,10032,1309,0,872,6979,,,,,,,,,,,,,,,,
BU05690000,GM0569,0,689,120,689,118,,807,67,43,8,0,2,15,,54096,34719,6459,0,1615,12111,,,,,,,,,,,,,,,,
BU05690001,GM0569,0,340,25,340,44,,384,67,44,8,0,2,13,,25730,16897,3072,0,768,4992,,,,,,,,,,,,,,,,
BU05690002,GM0569,0,71,59,71,328,,399,60,28,2,0,5,25,,23957,11180,799,0,1996,9982,,,,,,,,,,,,,,,,
BU05690003,GM0569,0,2908,262,2908,224,,3132,53,32,7,0,1,12,,165970,100208,21921,0,3132,37578,,,,,,,,,,,,,,,,
BU05690004,GM0569,0,48,6,48,3,,51,75,54,9,0,1,11,,3834,2761,460,0,51,562,,,,,,,,,,,,,,,,
BU05690005,GM0569,0,344,38,344,26,,370,52,33,7,0,0,11,,19252,12218,2592,0,0,4073,,,,,,,,,,,,,,,,
BU05690006,GM0569,0,252,23,252,58,,310,73,46,7,0,2,18,,22652,14274,2172,0,621,5586,,,,,,,,,,,,,,,,
BU05690008,GM0569,0,156,13,156,69,,225,59,29,6,0,4,20,,13251,6513,1348,0,898,4492,,,,,,,,,,,,,,,,
BU05690009,GM0569,0,22,15,22,14,,36,88,56,7,0,7,18,,3206,2040,255,0,255,656,,,,,,,,,,,,,,,,
BU05690100,GM0569,0,416,95,416,280,,696,72,42,7,0,5,18,,50118,29236,4873,0,3480,12530,,,,,,,,,,,,,,,,
BU05690101,GM0569,0,758,67,758,55,,813,50,30,7,0,0,12,,40627,24376,5688,0,0,9751,,,,,,,,,,,,,,,,
BU05690104,GM0569,0,115,8,115,14,,129,74,49,8,0,1,16,,9536,6314,1031,0,129,2062,,,,,,,,,,,,,,,,
BU05690108,GM0569,0,215,10,215,42,,257,55,33,7,0,1,14,,14137,8482,1799,0,257,3599,,,,,,,,,,,,,,,,
BU05690109,GM0569,0,123,9,123,137,,260,62,46,5,0,1,11,,16115,11956,1300,0,260,2859,,,,,,,,,,,,,,,,
BU05690200,GM0569,0,913,51,913,46,,959,55,36,8,0,1,11,,52724,34510,7669,0,959,10545,,,,,,,,,,,,,,,,
BU05690201,GM0569,0,25,0,25,0,,25,66,47,9,0,0,10,,1650,1175,225,0,0,250,,,,,,,,,,,,,,,,
BU05690202,GM0569,0,6,233,6,141,,147,99,62,5,0,20,11,,14525,9096,734,0,2934,1614,,,,,,,,,,,,,,,,
BU05690203,GM0569,0,57,5,57,4,,61,75,53,9,0,1,13,,4568,3228,548,0,61,792,,,,,,,,,,,,,,,,
BU05690208,GM0569,0,2,10,2,15,,17,98,52,4,0,16,26,,1630,865,67,0,266,432,,,,,,,,,,,,,,,,
BU05690209,GM0569,0,92,77,92,51,,143,76,50,8,0,7,11,,10848,7137,1142,0,999,1570,,,,,,,,,,,,,,,,
BU05690300,GM0569,0,325,35,325,307,,632,86,41,5,0,3,36,,54322,25898,3158,0,1895,22740,,,,,,,,,,,,,,,,
BU05690301,GM0569,0,389,47,389,122,,511,68,41,7,0,4,15,,34769,20964,3579,0,2045,7670,,,,,,,,,,,,,,,,
BU05690302,GM0569,0,425,52,425,214,,639,66,46,6,0,1,12,,42156,29382,3832,0,639,7665,,,,,,,,,,,,,,,,
BU05690303,GM0569,0,246,11,246,13,,259,70,48,9,0,0,12,,18100,12411,2327,0,0,3103,,,,,,,,,,,,,,,,
BU05690305,GM0569,0,1710,196,1710,327,,2037,52,30,7,0,1,14,,105907,61100,14257,0,2037,28513,,,,,,,,,,,,,,,,
BU05690306,GM0569,0,802,42,802,74,,876,50,30,8,0,0,11,,43815,26289,7010,0,0,9639,,,,,,,,,,,,,,,,
BU05690309,GM0569,0,21,6,21,6,,27,81,55,7,0,5,14,,2213,1503,191,0,137,383,,,,,,,,,,,,,,,,
BU05750000,GM0575,0,3978,349,3978,832,,4810,54,29,7,0,2,17,,259737,139488,33670,0,9620,81769,,,,,,,,,,,,,,,,
BU05750001,GM0575,0,2183,221,2183,146,,2329,47,27,7,0,1,12,,109453,62877,16301,0,2329,27945,,,,,,,,,,,,,,,,
BU05750002,GM0575,0,1660,386,1660,303,,1963,52,29,7,0,1,14,,102080,56929,13742,0,1963,27483,,,,,,,,,,,,,,,,
BU05750004,GM0575,0,0,1,0,7,,7,55,41,0,0,2,11,,403,300,0,0,15,81,,,,,,,,,,,,,,,,
BU05750005,GM0575,0,22,111,22,401,,423,103,58,4,0,9,32,,43528,24511,1690,0,3803,13523,,,,,,,,,,,,,,,,
BU05750009,GM0575,0,112,139,112,816,,928,73,30,2,0,7,34,,67761,27847,1856,0,6498,31560,,,,,,,,,,,,,,,,
BU05750100,GM0575,0,1818,476,1818,790,,2608,62,33,6,0,4,19,,161671,86051,15646,0,10430,49544,,,,,,,,,,,,,,,,
BU05750101,GM0575,0,1078,151,1078,397,,1475,65,39,6,0,5,14,,95858,57515,8848,0,7374,20646,,,,,,,,,,,,,,,,
BU05750102,GM0575,0,1610,210,1610,131,,1741,51,31,7,0,1,12,,88814,53985,12190,0,1741,20897,,,,,,,,,,,,,,,,
BU05750108,GM0575,0,79,2,79,2,,81,57,40,8,0,0,10,,4624,3245,649,0,0,811,,,,,,,,,,,,,,,,
BU05750109,GM0575,0,172,1176,172,551,,723,78,44,6,0,16,13,,56400,31815,4338,0,11569,9400,,,,,,,,,,,,,,,,
BU05750200,GM0575,0,5555,689,5555,734,,6289,51,29,7,0,1,14,,320734,182378,44022,0,6289,88045,,,,,,,,,,,,,,,,
BU05750201,GM0575,0,130,38,130,57,,187,64,44,7,0,3,10,,11952,8217,1307,0,560,1867,,,,,,,,,,,,,,,,
BU05750202,GM0575,0,826,107,826,122,,948,56,36,7,0,1,11,,53076,34120,6634,0,948,10426,,,,,,,,,,,,,,,,
BU05750208,GM0575,0,221,25,221,351,,572,84,57,5,0,8,14,,48010,32578,2858,0,4572,8002,,,,,,,,,,,,,,,,
BU05750209,GM0575,0,461,646,461,913,,1374,63,33,4,0,6,19,,86563,45343,5496,0,8244,26106,,,,,,,,,,,,,,,,
BU05790001,GM0579,0,76,43,76,242,,318,112,74,5,0,5,29,,35625,23538,1590,0,1590,9224,,,,,,,,,,,,,,,,
BU05790002,GM0579,0,890,30,890,548,,1438,54,25,6,0,6,17,,77658,35953,8629,0,8629,24448,,,,,,,,,,,,,,,,
BU05790003,GM0579,0,21,19,21,111,,132,78,29,2,0,7,39,,10292,3826,264,0,924,5146,,,,,,,,,,,,,,,,
BU05790011,GM0579,0,1729,222,1729,205,,1934,69,46,7,0,1,15,,133421,88947,13535,0,1934,29005,,,,,,,,,,,,,,,,
BU05790012,GM0579,0,962,218,962,223,,1185,67,43,7,0,2,15,,79385,50948,8294,0,2370,17773,,,,,,,,,,,,,,,,
BU05790013,GM0579,0,1692,181,1692,137,,1829,44,26,6,0,1,12,,80478,47555,10974,0,1829,21949,,,,,,,,,,,,,,,,
BU05790014,GM0579,0,1406,204,1406,395,,1801,58,36,6,0,2,14,,104461,64838,10806,0,3602,25215,,,,,,,,,,,,,,,,
BU05790015,GM0579,0,339,12,339,15,,354,46,27,7,0,1,12,,16289,9561,2479,0,354,4249,,,,,,,,,,,,,,,,
BU05790021,GM0579,0,814,2,814,5,,819,47,29,8,0,0,10,,38500,23755,6553,0,0,8191,,,,,,,,,,,,,,,,
BU05790022,GM0579,0,1301,21,1301,36,,1337,47,28,8,0,0,10,,62826,37428,10694,0,0,13367,,,,,,,,,,,,,,,,
BU05790023,GM0579,0,542,8,542,15,,557,43,25,7,0,0,10,,23957,13929,3900,0,0,5571,,,,,,,,,,,,,,,,
BU05790024,GM0579,0,1084,37,1084,67,,1151,42,23,7,0,1,11,,48343,26473,8057,0,1151,12661,,,,,,,,,,,,,,,,
BU05890101,GM0589,1,174,8,174,13,,187,58,38,8,0,1,11,,10829,7095,1494,0,187,2054,,,,,,,,,,,,,,,,
BU05890102,GM0589,1,92,3,92,1,,93,77,58,9,0,0,10,,7181,5409,839,0,0,933,,,,,,,,,,,,,,,,
BU05890201,GM0589,1,1166,175,1166,293,,1459,65,39,7,0,2,17,,94853,56912,10215,0,2919,24808,,,,,,,,,,,,,,,,
BU05890202,GM0589,1,678,17,678,58,,736,46,26,7,0,0,13,,33845,19130,5150,0,0,9565,,,,,,,,,,,,,,,,
BU05890203,GM0589,1,617,25,617,24,,641,47,29,7,0,0,11,,30147,18601,4490,0,0,7056,,,,,,,,,,,,,,,,
BU05890204,GM0589,1,721,50,721,58,,779,52,33,7,0,0,11,,40516,25712,5454,0,0,8571,,,,,,,,,,,,,,,,
BU05890205,GM0589,1,197,27,197,3,,200,56,37,8,0,0,11,,11219,7412,1603,0,0,2204,,,,,,,,,,,,,,,,
BU05890206,GM0589,1,1,5,1,17,,18,102,45,1,0,8,48,,1852,817,18,0,145,872,,,,,,,,,,,,,,,,
BU05890207,GM0589,1,1,7,1,50,,51,108,41,1,0,13,54,,5483,2082,51,0,660,2742,,,,,,,,,,,,,,,,
BU05890208,GM0589,1,46,45,46,232,,278,55,30,2,0,3,20,,15270,8329,555,0,833,5553,,,,,,,,,,,,,,,,
BU05890209,GM0589,1,10,4,10,14,,24,89,45,5,0,6,33,,2158,1091,121,0,145,800,,,,,,,,,,,,,,,,
BU05890210,GM0589,1,49,5,49,13,,62,76,46,7,0,3,20,,4728,2862,436,0,187,1244,,,,,,,,,,,,,,,,
BU05890211,GM0589,1,82,8,82,10,,92,74,51,9,0,2,12,,6793,4681,826,0,184,1102,,,,,,,,,,,,,,,,
BU05890212,GM0589,1,74,14,74,17,,91,79,51,8,0,2,18,,7175,4632,727,0,182,1635,,,,,,,,,,,,,,,,
BU05890213,GM0589,1,28,2,28,5,,33,78,50,8,0,2,18,,2602,1668,267,0,67,601,,,,,,,,,,,,,,,,
BU05890301,GM0589,1,58,2,58,5,,63,66,45,8,0,2,10,,4175,2846,506,0,127,633,,,,,,,,,,,,,,,,
BU05890302,GM0589,1,81,9,81,24,,105,77,52,7,0,1,17,,8123,5486,738,0,105,1793,,,,,,,,,,,,,,,,
BU05890401,GM0589,1,288,21,288,34,,322,70,45,8,0,1,15,,22557,14501,2578,0,322,4834,,,,,,,,,,,,,,,,
BU05900001,GM0590,1,4221,600,4221,1117,,5338,55,31,6,0,2,16,,293569,165466,32026,0,10675,85402,,,,,,,,,,,,,,,,
BU05900002,GM0590,1,1374,75,1374,218,,1592,53,32,7,0,1,14,,84356,50932,11141,0,1592,22283,,,,,,,,,,,,,,,,
BU05900003,GM0590,1,3118,354,3118,667,,3785,53,27,6,0,2,17,,200602,102193,22710,0,7570,64344,,,,,,,,,,,,,,,,
BU05900004,GM0590,1,1178,157,1178,96,,1274,53,34,7,0,1,12,,67507,43307,8916,0,1274,15285,,,,,,,,,,,,,,,,
BU05900005,GM0590,1,2435,99,2435,156,,2591,48,28,7,0,0,12,,124347,72536,18134,0,0,31087,,,,,,,,,,,,,,,,
BU05900006,GM0590,1,608,239,608,533,,1141,51,30,4,0,2,16,,58179,34223,4563,0,2282,18252,,,,,,,,,,,,,,,,
BU05900007,GM0590,1,1446,57,1446,205,,1651,48,26,7,0,1,14,,79240,42922,11556,0,1651,23112,,,,,,,,,,,,,,,,
BU05900008,GM0590,1,8,3,8,3,,11,75,47,8,0,6,13,,838,525,89,0,67,145,,,,,,,,,,,,,,,,
BU05970100,GM0597,1,2276,495,2276,957,,3233,57,28,5,0,3,21,,184261,90514,16163,0,9698,67886,,,,,,,,,,,,,,,,
BU05970200,GM0597,1,1771,376,1771,526,,2297,53,30,5,0,2,16,,121735,68907,11484,0,4594,36750,,,,,,,,,,,,,,,,
BU05970300,GM0597,1,2805,706,2805,277,,3082,49,29,7,0,1,12,,151015,89376,21574,0,3082,36983,,,,,,,,,,,,,,,,
BU05970400,GM0597,1,3516,92,3516,121,,3637,46,27,7,0,0,11,,167321,98210,25462,0,0,40012,,,,,,,,,,,,,,,,
BU05970500,GM0597,1,1277,79,1277,15,,1292,42,24,7,0,0,10,,54266,31009,9044,0,0,12920,,,,,,,,,,,,,,,,
BU05970600,GM0597,1,4022,626,4022,502,,4524,51,31,7,0,1,12,,230734,140250,31669,0,4524,54290,,,,,,,,,,,,,,,,
BU05970700,GM0597,1,3777,321,3777,475,,4252,46,27,6,0,1,12,,195585,114800,25511,0,4252,51022,,,,,,,,,,,,,,,,
BU05970800,GM0597,1,1195,119,1195,1788,,2983,68,27,4,0,6,30,,202810,80528,11930,0,17895,89475,,,,,,,,,,,,,,,,
BU05970900,GM0597,1,243,30,243,30,,273,64,42,8,0,1,13,,17472,11466,2184,0,273,3549,,,,,,,,,,,,,,,,
BU05971000,GM0597,1,47,646,47,2946,,2993,48,22,1,0,4,21,,143671,65849,2993,0,11973,62856,,,,,,,,,,,,,,,,
BU05971100,GM0597,1,0,13,0,285,,285,39,19,0,0,3,17,,11106,5411,0,0,854,4841,,,,,,,,,,,,,,,,
BU05971200,GM0597,1,8,85,8,502,,510,33,17,1,0,2,13,,16827,8669,510,0,1020,6629,,,,,,,,,,,,,,,,
BU05990110,GM0599,1,9462,1300,9462,9833,,19295,78,37,4,0,6,31,,1505018,713919,77180,0,115771,598148,,,,,,,,,,,,,,,,
BU05990111,GM0599,1,4639,538,4639,1765,,6404,61,32,6,0,4,19,,390640,204926,38424,0,25616,121675,,,,,,,,,,,,,,,,
BU05990112,GM0599,1,3656,1114,3656,6717,,10373,90,42,3,0,9,36,,933548,435656,31118,0,93355,373419,,,,,,,,,,,,,,,,
BU05990113,GM0599,1,604,225,604,3555,,4159,115,52,1,0,11,50,,478243,216249,4159,0,45745,207932,,,,,,,,,,,,,,,,
BU05990118,GM0599,1,930,318,930,1792,,2722,113,63,3,0,9,37,,307537,171458,8165,0,24494,100698,,,,,,,,,,,,,,,,
BU05990119,GM0599,1,426,64,426,2521,,2947,81,48,3,0,6,24,,238710,141458,8841,0,17682,70729,,,,,,,,,,,,,,,,
BU05990320,GM0599,1,3489,211,3489,800,,4289,57,35,6,0,2,14,,244465,150110,25733,0,8578,60044,,,,,,,,,,,,,,,,
BU05990321,GM0599,1,3199,163,3199,347,,3546,45,25,7,0,1,12,,159569,88650,24822,0,3546,42552,,,,,,,,,,,,,,,,
