BU_CODE,GM_code,nrWEQ [WEQ],nrWEQwoning [WEQ],nrWEQutil [WEQ],,H01_Vraag_totaal [ giga J per WEQ*yr],H02_Vraag_RV [ giga J per WEQ*yr],H03_Vraag_TW [ giga J per WEQ*yr],H04_Vraag_Vent [ giga J per WEQ*yr],H05_Vraag_K [ giga J per WEQ*yr],H06_Vraag_App [ giga J per WEQ*yr],,H01_Vraag_totaal [ giga J per yr],H02_Vraag_RV [ giga J per yr],H03_Vraag_TW [ giga J per yr],H04_Vraag_Vent [ giga J per yr],H05_Vraag_K [ giga J per yr],H06_Vraag_App [ giga J per yr]
GM0307_2_147,GM0307,329.861538,324,5.86153846,,29,13,7,0,0,9,,9565.984602,4288.199994,2309.030766,0,0,2968.753842
GM0307_2_63,GM0307,64.0076923,40,24.0076923,,60,28,6,0,13,12,,3840.461538,1792.215384,384.0461538,0,832.0999999,768.0923076
GM0307_2_169,GM0307,285.415385,271,14.4153846,,32,15,5,0,1,11,,9133.29232,4281.230775,1427.076925,0,285.415385,3139.569235
GM0307_2_155,GM0307,274.961538,209,65.9615385,,47,26,6,1,2,13,,12923.19229,7148.999988,1649.769228,274.961538,549.923076,3574.499994
GM0307_2_116,GM0307,51,51,0,,32,15,7,0,0,10,,1632,765,357,0,0,510
GM0307_2_23,GM0307,326.723077,277,49.7230769,,44,23,7,1,1,13,,14375.81539,7514.630771,2287.061539,326.723077,326.723077,4247.400001
GM0307_2_132,GM0307,235.638462,205,30.6384615,,48,23,7,1,3,14,,11310.64618,5419.684626,1649.469234,235.638462,706.915386,3298.938468
GM0307_2_55,GM0307,218.730769,209,9.73076923,,32,16,5,0,1,10,,6999.384608,3499.692304,1093.653845,0,218.730769,2187.30769
GM0307_2_57,GM0307,481.092308,445,36.0923077,,34,15,5,0,1,12,,16357.13847,7216.38462,2405.46154,0,481.092308,5773.107696
GM0307_2_40,GM0307,119.576923,76,43.5769231,,50,16,5,0,3,26,,5978.84615,1913.230768,597.884615,0,358.730769,3108.999998
GM0307_2_112,GM0307,200.215385,186,14.2153846,,32,14,5,0,1,12,,6406.89232,2803.01539,1001.076925,0,200.215385,2402.58462
GM0307_2_20,GM0307,253.269231,230,23.2692308,,34,14,5,0,2,13,,8611.153854,3545.769234,1266.346155,0,506.538462,3292.500003
GM0307_2_104,GM0307,143.353846,131,12.3538462,,34,14,5,0,1,13,,4874.030764,2006.953844,716.76923,0,143.353846,1863.599998
GM0307_2_7,GM0307,312.930769,199,113.930769,,47,22,5,1,2,17,,14707.74614,6884.476918,1564.653845,312.930769,625.861538,5319.823073
GM0307_2_38,GM0307,459.661538,275,184.661538,,55,15,5,0,7,29,,25281.38459,6894.92307,2298.30769,0,3217.630766,13330.1846
GM0307_2_164,GM0307,171.007692,158,13.0076923,,33,15,5,0,1,12,,5643.253836,2565.11538,855.03846,0,171.007692,2052.092304
GM0307_2_59,GM0307,574.530769,465,109.530769,,44,24,7,1,2,12,,25279.35384,13788.73846,4021.715383,574.530769,1149.061538,6894.369228
GM0307_2_87,GM0307,326.3,275,51.3,,49,23,7,0,2,17,,15988.7,7504.9,2284.1,0,652.6,5547.1
GM0307_2_42,GM0307,350.907692,309,41.9076923,,45,23,7,1,1,13,,15790.84614,8070.876916,2456.353844,350.907692,350.907692,4561.799996
GM0307_2_62,GM0307,591.884615,528,63.8846154,,46,25,7,1,1,12,,27226.69229,14797.11538,4143.192305,591.884615,591.884615,7102.61538
GM0307_2_157,GM0307,423.653846,389,34.6538462,,33,14,5,0,1,12,,13980.57692,5931.153844,2118.26923,0,423.653846,5083.846152
GM0327_33,GM0327,839.3,350,489.3,,75,23,4,0,7,40,,62947.5,19303.9,3357.2,0,5875.1,33572
GM0327_24,GM0327,585.5,105,480.5,,86,29,3,0,11,42,,50353,16979.5,1756.5,0,6440.5,24591
GM0307_2_65,GM0307,125.1,112,13.1,,34,13,7,0,1,12,,4253.4,1626.3,875.7,0,125.1,1501.2
GM0307_2_28,GM0307,211.361538,197,14.3615385,,33,15,5,0,1,12,,6974.930754,3170.42307,1056.80769,0,211.361538,2536.338456
GM0307_1_114,GM0307,83.1769231,82,1.17692308,,30,13,8,0,0,8,,2495.307693,1081.3,665.4153848,0,0,665.4153848
GM0307_2_9,GM0307,239.246154,226,13.2461538,,40,21,6,1,1,12,,9569.84616,5024.169234,1435.476924,239.246154,239.246154,2870.953848
GM0307_1_65,GM0307,162.692308,146,16.6923077,,36,16,5,0,2,12,,5856.923088,2603.076928,813.46154,0,325.384616,1952.307696
GM0307_1_133,GM0307,325.623077,303,22.6230769,,32,15,5,0,2,11,,10419.93846,4884.346155,1628.115385,0,651.246154,3581.853847
GM0307_1_29,GM0307,85.1153846,85,0.115384615,,29,12,8,0,0,9,,2468.346153,1021.384615,680.9230768,0,0,766.0384614
GM0307_2_144,GM0307,119.615385,112,7.61538462,,36,18,5,1,1,12,,4306.15386,2153.07693,598.076925,119.615385,119.615385,1435.38462
